DATE,IP
1943-08-31,0.157825
1943-09-30,0.161858
1943-10-31,0.164278
1943-11-30,0.16642900000000002
1943-12-31,0.164278
1944-01-31,0.16616
1944-02-29,0.167504
1944-03-31,0.16723500000000002
1944-04-30,0.16723500000000002
1944-05-31,0.16616
1944-06-30,0.16562200000000002
1944-07-31,0.165353
1944-08-31,0.167504
1944-09-30,0.16642900000000002
1944-10-31,0.166967
1944-11-30,0.16562200000000002
1944-12-31,0.165084
1945-01-31,0.163471
1945-02-28,0.162934
1945-03-31,0.161858
1945-04-30,0.15890100000000001
1945-05-31,0.154599
1945-06-30,0.15110300000000002
1945-07-31,0.147608
1945-08-31,0.132283
1945-09-30,0.12045299999999999
1945-10-31,0.115613
1945-11-30,0.11991500000000001
1945-12-31,0.12045299999999999
1946-01-31,0.11373100000000001
1946-02-28,0.108085
1946-03-31,0.119377
1946-04-30,0.117226
1946-05-31,0.11292400000000001
1946-06-30,0.11991500000000001
1946-07-31,0.123948
1946-08-31,0.128519
1946-09-30,0.130938
1946-10-31,0.133358
1946-11-30,0.13416499999999998
1946-12-31,0.134971
1947-01-31,0.136585
1947-02-28,0.137391
1947-03-31,0.13819800000000002
1947-04-30,0.137122
1947-05-31,0.13766
1947-06-30,0.13766
1947-07-31,0.136853
1947-08-31,0.13766
1947-09-30,0.138736
1947-10-31,0.14007999999999998
1947-11-30,0.141962
1947-12-31,0.1425
1948-01-31,0.14330600000000002
1948-02-29,0.143575
1948-03-31,0.141962
1948-04-30,0.142231
1948-05-31,0.144651
1948-06-30,0.146533
1948-07-31,0.146533
1948-08-31,0.145995
1948-09-30,0.144919
1948-10-31,0.145995
1948-11-30,0.14411300000000002
1948-12-31,0.142768
1949-01-31,0.141424
1949-02-28,0.14007999999999998
1949-03-31,0.137391
1949-04-30,0.136585
1949-05-31,0.134702
1949-06-30,0.134434
1949-07-31,0.13416499999999998
1949-08-31,0.135509
1949-09-30,0.136854
1949-10-31,0.131745
1949-11-30,0.13524
1949-12-31,0.13766
1950-01-31,0.14007999999999998
1950-02-28,0.140618
1950-03-31,0.145188
1950-04-30,0.150028
1950-05-31,0.153523
1950-06-30,0.158094
1950-07-31,0.16320199999999999
1950-08-31,0.168311
1950-09-30,0.16723500000000002
1950-10-31,0.168311
1950-11-30,0.16804200000000002
1950-12-31,0.171
1951-01-31,0.171537
1951-02-28,0.172613
1951-03-31,0.173419
1951-04-30,0.173688
1951-05-31,0.173151
1951-06-30,0.172344
1951-07-31,0.169655
1951-08-31,0.16804200000000002
1951-09-30,0.169118
1951-10-31,0.16884899999999997
1951-11-30,0.170193
1951-12-31,0.171268
1952-01-31,0.17315000000000003
1952-02-29,0.174226
1952-03-31,0.17476400000000003
1952-04-30,0.17315000000000003
1952-05-31,0.171537
1952-06-30,0.169924
1952-07-31,0.16723500000000002
1952-08-31,0.17798999999999998
1952-09-30,0.184443
1952-10-31,0.186325
1952-11-30,0.190089
1952-12-31,0.191164
1953-01-31,0.191702
1953-02-28,0.192778
1953-03-31,0.194391
1953-04-30,0.195198
1953-05-31,0.19627300000000003
1953-06-30,0.19546600000000003
1953-07-31,0.19788599999999998
1953-08-31,0.196811
1953-09-30,0.192778
1953-10-31,0.19116499999999997
1953-11-30,0.186594
1953-12-31,0.18202300000000002
1954-01-31,0.180679
1954-02-28,0.18121700000000002
1954-03-31,0.180141
1954-04-30,0.179066
1954-05-31,0.180141
1954-06-30,0.180679
1954-07-31,0.180948
1954-08-31,0.180679
1954-09-30,0.180948
1954-10-31,0.18309899999999998
1954-11-30,0.186056
1954-12-31,0.188476
1955-01-31,0.192778
1955-02-28,0.195198
1955-03-31,0.199768
1955-04-30,0.202188
1955-05-31,0.20541399999999999
1955-06-30,0.205684
1955-07-31,0.207297
1955-08-31,0.207028
1955-09-30,0.208372
1955-10-31,0.21186699999999997
1955-11-30,0.212405
1955-12-31,0.213212
1956-01-31,0.214556
1956-02-29,0.21267399999999997
1956-03-31,0.21267399999999997
1956-04-30,0.214287
1956-05-31,0.212405
1956-06-30,0.210523
1956-07-31,0.20407
1956-08-31,0.212405
1956-09-30,0.217245
1956-10-31,0.21912700000000002
1956-11-30,0.217245
1956-12-31,0.220471
1957-01-31,0.219665
