ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting

a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,RGDP Per Capita
ARG,2005,Argentina,5.99,108.0,4.0,6.981961445,16.26133109,8.277929155,6.82,10.0,11.03,7.0,35,3.0,46,5.0,7.56497265,1.960784314,2.62254902,3.1794871789999997,7.222222222,5.0,5.015583363999999,6.735160227000001,3.112745098,3.161764706,1.0,4.223366237,3.32922498,33.353875099999996,5.374067505,11.56483124,8.072120091,9.639399546,5.0,5.443853144,5.584,6.624,7.88,10.6,5.9984,10.004,6.4874666670000005,3.80952381,7.574231567000001,5.691877688,10.0,5.884208384,0.0,4.6,3.494736128,6.418520121,5.0,9.802646027,10.0,8.267548676,5.6,2.5,4.60199005,8.0,0,10.0,5.116998342,2.475490196,7.088744589,8.867276118,4.976971193,4.905620924,4.92217511,5.5393796879999995,6.307975569,14832.0
ARM,2005,Armenia,7.31,44.0,2.0,8.159188938,12.25875761,8.332425068,6.62,6.0,,9.0,,8.0,,8.5,7.747903501000001,2.109704641,2.97008547,5.534188034,5.833333333,5.0,7.162290369,9.792918555,4.632034632,7.004219409,1.0,5.559863827,7.560101642,12.19949179,9.407113069,1.4822173280000002,9.871607232999999,0.641963837,10.0,9.209705486,9.366666667,0.95,9.4,3.0,4.36,14.1,7.708888889,5.311111111000001,5.003509353,5.1573102319999995,10.0,6.761471861,8.461538462,1.1,5.441003441,7.07680064,10.0,9.675351924,9.0,9.558450641,6.7,5.147679325,7.637130802000001,8.0,8.794818879,0.0,6.046604834,3.037974684,2.93040293,9.359310606000001,5.18714871,7.470124597000001,3.487381322,5.245390475,6.95014865,5172.0
AUS,2005,Australia,8.07,10.0,1.0,4.719140474,23.95492239,6.795640327,12.26,10.0,10.62,4.0,47,4.0,49,4.0,6.3786952,8.803921569,8.313492063,8.968253967999999,10.0,9.791666667000001,6.229989306,8.327689873999999,8.0651341,7.816091954,1.0,8.479582167,8.611190425,6.944047875,9.682839602,0.792900996,9.466253444,2.6687327819999997,10.0,9.440070868,8.966666667,1.55,9.14,4.3,7.172000000000001,7.07,8.426222222,7.443181817999999,8.910460662,8.17682124,10.0,7.566287879,2.307692308,0.1,3.324660062,7.4819258810000004,10.0,10.0,10.0,10.0,10.0,4.602272727,5.928030303,10.0,9.62917504,10.0,8.359913012,3.486590038,5.315614618,9.917058897999999,8.939793045,7.288541212,8.800602068,7.291366647,8.550426553,41158.0
AUT,2005,Austria,7.85,14.0,1.0,4.577316923,24.43712246,2.839237057,26.78,10.0,12.68,4.0,50,3.0,54,3.5,5.229138495,8.149847095,8.562691131000001,9.082568807000001,10.0,10.0,6.701006471,7.9160238320000005,8.62654321,9.036697248,1.0,8.675041977000001,8.770324247000001,6.148378762999999,9.909551095,0.226122262,9.539726788,2.301366058,10.0,9.554900533,9.586666667000001,0.62,9.46,2.7,6.1336,9.666,8.393422222,7.841269841,8.93185967,8.386564755,10.0,7.932098765,3.076923077,6.4,5.803007281,8.145748565,10.0,9.263535575,10.0,9.754511857999999,8.9,4.250764526,2.767584098,6.7,9.81458752,3.0,5.905489357,4.266055046,5.537352556,8.849313597,8.91805776,7.611748198,8.094414500000001,7.212823609,7.624274942,37653.0
AZE,2005,Azerbaijan,6.01,106.0,3.0,5.995647118,19.614799800000004,7.08719346,11.19,2.0,,7.0,35,3.0,49,5.0,5.020710145,2.977777778,3.404761905,4.389671362,6.666666667,6.041666667,7.328326675,8.847146513,5.747863248,7.4375,0.923076923,5.645446668,8.565215871,7.173920647,7.768318457,5.579203857,7.682752162999999,11.58623919,5.0,7.254071623,,,7.92,10.4,5.8912,10.272,6.9056,4.375,2.643271174,3.509135587,10.0,6.684854497000001,3.076923077,0.0,3.253925858,5.917165361,5.0,7.990285336,9.0,7.330095112,6.7,7.784810127,7.604166667,8.0,7.960462719,1.0,6.508239918999999,3.955555556,5.888030887999999,8.269465342,4.6490749419999995,5.669681454,0.0,4.738634697,6.192323243,4806.0
BHS,2005,Bahamas,7.38,37.0,2.0,6.460051592999999,18.03582458,8.784741144,4.96,7.0,,10.0,0,10.0,9-May,10.0,8.061198184,,7.9,,10.0,7.5,,,,,0.9459459459999999,8.237837837999999,8.610096271,6.949518643999999,8.970515193999999,2.573712016,9.681678763999999,1.591606181,0.0,6.815572557,4.14,8.79,3.96,30.2,4.6848,13.288,4.2616,,,,10.0,,1.5384615380000002,8.0,4.769230769,6.343610256,10.0,9.35264025,10.0,9.784213417,,,,,,10.0,,,,,,,,,7.424450815,
BHR,2005,Bahrain,6.89,67.0,2.0,2.943335925,29.99265786,8.989100817,4.21,4.0,,10.0,0,,,10.0,6.483109186,4.068627451,4.12037037,6.621621622,5.0,8.333333332999999,,,5.701754386,6.481481481,0.5365853660000001,4.426154851000001,8.402120333,7.989398333,7.382029802999999,6.544925492000001,9.482758621,2.586206897,10.0,8.816727189,8.833333332999999,1.75,8.98,5.1,7.3072,6.732,8.373511111000001,7.587719298,,7.587719298,10.0,7.137876743,6.153846154,0.6,4.630574299,7.647951177,10.0,8.291307792000001,10.0,9.430435931,,3.245614035,7.850877193,,,10.0,7.032163743,4.035087719,2.93040293,,7.512257027,,,4.825915892,7.096171855,36665.0
BGD,2005,Bangladesh,6.02,105.0,3.0,9.69328588,7.042828008,9.783542517,1.294398962,6.0,25.3,9.0,25,9.0,25,9.0,8.619207099,2.4761904759999998,2.968253968,4.698412698,4.583333333,3.333333333,1.153812728,1.6142742559999999,2.26984127,3.523809524,0.7777777779999999,2.629260404,8.551686332000001,7.24156834,9.448999999,1.377500002,8.59135004,7.043249798,0.0,6.648009093,4.12,8.82,6.64,16.8,6.5344,8.664,5.7648,5.400641026000001,3.670786301,4.535713664,10.0,7.524509804,0.7692307690000001,0.0,2.7645801910000003,5.766273464,5.0,9.640288727,10.0,8.213429576000001,6.7,6.0,7.523809524,10.0,0.358551033,10.0,6.76372676,2.403846154,2.4045261669999998,7.851890741,2.34867257,5.224569542,5.516269413,4.2916290980000005,6.422928477999999,1539.0
BRD,2005,Barbados,6.31,92.0,3.0,4.435294118,24.92,8.42506812,6.28,2.0,46.87,5.0,40,2.0,53,3.5,4.590090559,8.121212121000001,7.151515152000001,7.345679012000001,9.4,,,,7.222222222,6.637426901,0.871794872,7.1561924029999995,7.6641266539999995,11.67936673,8.697102171000001,3.257244572,8.783562541,6.082187295,0.0,6.286197842000001,7.896034297999999,3.155948553,7.3,13.5,1.6840000000000002,20.79,5.626678098999999,5.208333333,,5.208333333,10.0,7.418285297000001,0.0,10.0,5.806095099,6.660276633,8.0,7.0180836929999995,10.0,8.339361231,,5.030864198,6.606060606000001,,,10.0,7.212308267999999,4.005847953,3.434065934,,7.643602313,,,5.027838733,6.859836077000001,
BEL,2005,Belgium,7.41,35.0,1.0,2.954133195,29.95594714,3.3869209810000003,24.77,10.0,9.45,2.0,50-55,0.0,67-71,1.0,4.335263544,6.981981982000001,6.324200912999999,8.196347032,10.0,8.333333332999999,5.650103506000001,3.330667937,7.03196347,6.9144144139999995,1.0,6.973668065,8.788012604,6.059936978,9.887461577,0.281346058,9.443139302,2.7843034889999996,10.0,9.529653371,9.586666667000001,0.62,9.46,2.7,6.1336,9.666,8.393422222,7.20657277,8.93185967,8.06921622,10.0,8.096692583,5.384615385,6.4,6.627102656,8.272435274,10.0,8.99707427,10.0,9.665691423,8.9,2.59009009,3.835616438,6.0,8.516700159,10.0,6.640401115,3.0405405410000004,7.936507937000001,9.003156473999999,8.089354025,8.038061529,9.327440412,7.572510153,7.95953423,35284.0
BLZ,2005,Belize,7.37,40.0,2.0,6.820588235,16.81,9.688563306,1.6429726669999998,7.0,20.37,,,,,,7.8363838470000005,,5.6,,7.1,,3.329065561,7.321102935,,,0.837837838,5.364227898,9.743940377000001,-1.280298116,9.074684596,2.313288511,9.272657302,3.636713489,5.0,8.272820569,5.973333332999999,6.04,7.84,10.8,5.1616,12.095999999999998,6.324977777999999,,7.092572515,7.092572515,10.0,,0.7692307690000001,5.2,2.984615385,6.600541419,10.0,5.288336253,10.0,8.429445418,8.9,,,10.0,7.775050238,10.0,9.16876256,,,7.955249285,,9.806916602000001,8.352229009,8.704798299,8.767668759,
BEN,2005,Benin,6.0,107.0,4.0,6.991176471,16.23,10.0,0.2,4.0,35.4,,,,,,6.997058824,4.594907407,4.066193853,4.3928571430000005,7.1,,1.068746974,2.732091501,3.873239437,4.0610328639999995,1.0,3.986133647,8.417626803,-7.911865983999999,8.885726768,2.785683081,8.927095827999999,5.364520858000001,0.0,6.55761235,4.72,7.92,7.12,14.4,7.263999999999999,6.84,6.367999999999999,5.673758865,4.941065351000001,5.307412108,10.0,5.969267138999999,0.0,0.0,1.989755713,5.916291955,10.0,9.575759051,8.0,9.191919684,6.1,5.699300699,6.827586207,6.0,6.662575358,1.0,5.381577044,2.397260274,6.510989011,5.5723267860000005,3.8482722110000003,4.890393563,6.973481854,5.0321206169999995,6.535205781,1829.0
BTN,2005,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2005,Bolivia,6.34,91.0,3.0,6.026470588,19.51,8.539509537,5.86,0.0,50.7,10.0,13,10.0,13,10.0,6.141495031,2.490636704,2.480620155,3.4814814810000003,5.0,5.0,3.993334023,6.617713964,2.166666667,3.651685393,0.8888888890000001,3.660471313,7.6921828670000005,11.53908567,9.000391495,2.499021262,8.920423435,5.397882827,10.0,8.903249449,9.16,1.26,8.56,7.2,8.8048,2.988,8.8416,3.895833333,5.9043834539999995,4.900108394,10.0,4.913048553,6.923076922999999,4.3,5.378708492,7.280104221,8.0,8.143989418,9.0,8.381329806,2.2,5.4494382020000005,7.5,4.7,,3.0,4.56988764,2.54789272,3.9965986389999997,6.809994805,4.715038386,7.506315102,0.0,4.262639942,5.737952462999999,3592.0
BIH,2005,Bosnia and Herzegovina,6.18,100.0,3.0,5.759544362000001,20.41754917,5.651226157999999,16.46,4.0,33.18,10.0,15,3.0,50,6.5,5.47769263,3.538812785,3.264840183,3.264840183,4.2,,3.6472298039999997,3.356443814,2.831050228,4.5138888889999995,0.962962963,3.510894935,9.800152175,0.999239123,9.32135504,1.6966123990000002,9.574554777000001,2.127226114,5.0,8.424015498,3.893333333,9.16,8.56,7.2,5.3344,11.664000000000001,5.929244444,5.671296296,6.758953497,6.215124897000001,10.0,5.251141553,3.8461538460000004,5.3,4.799098466,6.735866952,8.0,10.0,10.0,9.333333332999999,3.3,4.566210046,7.87037037,8.7,7.126106558,5.0,6.093781162000001,1.990740741,6.164383562,7.7193132570000005,5.21616427,2.410545429,5.87496786,4.896019186,6.774377894,6480.0
BWA,2005,Botswana,7.09,55.0,2.0,0.0,43.91,7.164032698,10.908,6.0,29.41,9.0,25,9.0,25,9.0,5.541008174,7.222222222,6.567164179,6.432291667,10.0,6.666666667,3.298684935,8.181423325,5.223880597,5.149253731,1.0,6.526843036,8.545431661,-7.272841695,8.396397541,4.009006149,8.277954943,8.610225285,10.0,8.804946036,5.96,6.06,8.02,9.9,4.816,12.96,6.265333332999999,6.328125,4.71268835,5.520406675,10.0,6.902985075,6.923076922999999,6.6,6.808687333,7.148606835,8.0,9.545838069,10.0,9.181946023,10.0,4.142156863,6.715686275,10.0,1.656438394,10.0,7.085713589,3.550724638,3.4090909089999997,6.55531933,6.905468856000001,7.414277185,8.430694295,6.044262535,7.437307382,12113.0
BRA,2005,Brazil,6.18,100.0,3.0,4.429411765,24.94,8.980926431,4.24,8.0,16.93,8.0,28,3.0,50,5.5,6.7275845489999995,3.031088083,3.420138889,6.024955437000001,6.666666667,4.166666667,4.81963627,8.191344373,3.114035088,2.7574171030000003,1.0,4.687994286,7.9221956129999995,10.38902194,9.019452742999999,2.4513681419999998,8.625963724,6.870181382,5.0,7.64190302,7.213333333,4.18,7.54,12.3,6.8512,7.872000000000001,7.201511111,5.1228070180000005,7.156769539,6.139788277999999,9.03930131,6.162677088,6.153846154,6.3,6.205507747,7.146527112,5.0,7.928383769,5.0,5.976127923,2.2,2.852233677,5.2517361110000005,4.0,5.735512957,3.0,3.8399137910000003,1.4572425830000002,5.264136905,6.5626724560000005,6.284811779,5.652190008,0.0,4.203508955,4.673183556000001,8639.0
BRN,2005,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,0.794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,2005,Bulgaria,6.95,64.0,2.0,5.600454582999999,20.95845442,5.604904632,16.63,8.0,19.02,9.0,24,3.0,50,6.0,6.3013398039999995,2.508960573,2.554347826,4.583333333,8.333333332999999,6.666666667,4.767973315,8.884878642,2.903225806,3.6379928319999997,1.0,4.98230137,7.294022388999999,13.52988806,9.278507389,1.8037315280000001,8.992231293,5.038843534,10.0,8.891190267999999,9.586666667000001,0.62,7.86,10.7,5.7984,10.504000000000001,7.748355556,5.017921147,6.423581457,5.720751302,10.0,5.20609319,4.615384615,6.4,5.407159267999999,7.219066532,10.0,10.0,10.0,10.0,8.3,4.503546098999999,7.624113475,6.0,9.165643839,3.0,6.4322172360000005,2.74822695,3.3794162830000003,8.682989655,7.417755056,8.086207467000001,3.095054896,5.5682750510000005,7.3334974289999995,11102.0
BFA,2005,Burkina Faso,5.85,115.0,4.0,5.1,22.66,9.971934605,0.603,2.0,46.87,,,,,,5.690644868,3.369565217,3.666666667,5.740740741000001,5.0,5.833333333,2.103389468,1.560338776,5.0,5.265151515,1.0,4.171020635,9.553526697,2.232366514,9.108942398,2.227644005,8.716991963,6.4150401839999995,0.0,6.844865265,6.52,5.22,7.38,13.1,7.263999999999999,6.84,7.054666667,7.037037037,3.0196882080000003,5.0283626230000005,10.0,7.4036561260000004,0.7692307690000001,0.0,2.724295632,6.20183123,10.0,5.49093572,8.0,7.8303119070000005,1.7,4.81884058,5.992907801,6.0,6.847987838,10.0,5.89328937,4.290780142,4.094076655,6.064229348,5.044407071,5.354464447,6.973481854,5.303573253,6.34239151,1299.0
BDI,2005,Burundi,5.06,132.0,4.0,5.518364062000001,21.23756219,9.427906344,2.599583719,0.0,53.81,,,,,,4.982090135,1.3958333330000001,2.5333333330000003,3.3122362869999997,1.9,,3.913925341,3.2234716760000004,3.7037037039999996,3.922764228,0.8620689659999999,2.782078592,6.829126027,15.85436986,7.723569063999999,5.691077341000001,7.295264329,13.52367836,5.0,6.711989855,1.129881132,13.3051783,6.08,19.6,6.2408,9.398,4.483560377,4.123931624,1.7904541530000002,2.957192889,4.879227053,5.54011544,2.307692308,0.0,2.6159359159999998,3.7339790589999997,8.0,8.355380381,10.0,8.785126794,10.0,5.75203252,8.069105691,4.7,7.589637758,10.0,7.6851293279999995,2.7572016460000004,4.67032967,6.6392777999999995,3.9826481389999997,2.461429491,8.430694295,4.82359684,7.097950987000001,1006.0
KHM,2005,Cambodia,,,,,,,,6.0,28.52,,,,,,,,,,,,,,,,0.8888888890000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.0
CMR,2005,Cameroon,5.75,120.0,4.0,8.073217991,12.55105883,9.567100156,2.0887424269999997,10.0,6.27,1.0,60,0.0,68,0.5,7.0350795370000005,2.063492063,2.81124498,4.136546185,6.666666667,3.333333333,2.168525641,3.2423709130000002,3.8293650789999996,3.4901960780000003,0.5555555560000001,2.743113415,9.893706782999999,-0.531466083,9.340710295,1.6482242619999998,9.5972921,2.013539502,0.0,7.207927295,3.84,9.24,6.32,18.4,6.327999999999999,9.18,5.496,5.198412698,5.840186431,5.519299565,10.0,6.463414633999999,0.7692307690000001,0.0,2.410881801,5.856545341,5.0,7.934680328,9.0,7.311560109,7.2,5.705882353,5.949612403,8.0,6.940694078,10.0,7.299364806,1.7450980390000002,3.66419295,6.5433502820000005,3.979694763,2.7044561239999996,0.0,3.106132026,5.905685647,2364.0
CAN,2005,Canada,8.12,9.0,1.0,4.231230629,25.61381586,7.307901907000001,10.38,8.0,15.65,6.0,39-49,6.0,39-49,6.0,6.384783134,7.912280702,7.421052632,8.156028369,10.0,10.0,4.813896634,9.143730448,7.947368421,7.368421053,1.0,8.08475314,9.638836832,1.8058158380000002,9.53848994,1.153775149,9.557289593,2.213552034,10.0,9.683654091000001,9.76788932,0.34816602,9.1,4.5,1.068,22.33,6.64529644,6.62962963,8.890814675,7.760222152000001,10.0,7.5,6.923076922999999,5.6,6.6743589739999996,7.769969392,10.0,10.0,10.0,10.0,8.9,5.438596491,7.482269504,10.0,7.404225278,10.0,8.204181879,3.865248227,6.390977444,9.894496385,8.385560576,9.516210674,8.66609015,7.786430576,8.663537485,41139.0
CPV,2005,Cape Verde,,,,,,,,4.0,35.88,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315.0
CAF,2005,Central Afr. Rep.,4.74,135.0,4.0,7.905882352999999,13.12,,,0.0,53.6,,,,,,3.9529411760000004,,3.3,,3.3,,0.508171469,4.112084361,,,0.8888888890000001,2.649227071,9.659928197000001,1.700359015,9.08190006,2.29524985,9.423295852999999,2.8835207339999998,0.0,7.041281027999999,5.88,6.18,6.42,17.9,6.327999999999999,9.18,6.209333332999999,,1.2642440640000001,1.2642440640000001,10.0,,0.0,0.0,0.0,4.368394349,5.0,7.653598692,9.0,7.217866231,3.9,,,6.0,7.960462719,0.0,4.46511568,,,5.218920978,,6.476199522999999,4.35049946,5.348539987,5.677173966000001,864.0
TCD,2005,Chad,5.17,131.0,4.0,9.705882353,7.0,9.918256131,0.8,4.0,36.8,,,,,,7.874712828,1.284722222,1.971326165,2.659574468,2.8,,0.29707907,4.16843355,2.222222222,2.152777778,0.793103448,1.967497941,9.519594373,2.4020281359999998,6.17496984,9.562575399,8.421926865,7.890365675,0.0,6.02912277,,,6.56,17.2,6.327999999999999,9.18,6.444,3.639846743,0.0,1.8199233719999999,10.0,4.696048294,0.0,0.0,1.565349431,4.9573182010000005,2.0,6.033309738,9.0,5.677769913,6.1,4.255319149,7.697594502,8.0,6.662575358,3.0,5.952581501,2.350877193,3.1305114639999996,3.866074237,3.693831622,5.966258472000001,1.7947730259999999,3.4670543360000003,5.032468583,1667.0
CHL,2005,Chile,7.74,17.0,1.0,7.129411765,15.76,7.596730245,9.32,10.0,8.72,5.0,40,5.0,40,5.0,7.431535502000001,4.774774775,5.990990991,7.465277778,6.875,8.333333332999999,5.109379145,8.986799029,7.06935123,6.040268456000001,0.7777777779999999,5.989646887999999,8.721018435,6.394907825,9.2326465,1.918383749,9.389435022,3.0528248889999996,10.0,9.335774988999999,9.613333333,0.58,9.02,4.9,9.808,0.48,9.480444444,7.682648402000001,7.092572515,7.387610458999999,10.0,8.378033646,6.923076922999999,5.5,6.933703522999999,8.450439607,8.0,10.0,10.0,9.333333332999999,6.7,4.921700223999999,8.467561521,10.0,5.179275517,1.0,6.04475621,4.66442953,6.02526725,9.032609875,8.3993804,8.152985304,6.457852836,7.122087532999999,7.500059025,13309.0
CHN,2005,China,6.05,104.0,3.0,3.870828341,26.83918364,8.294277929,6.76,0.0,69.77,6.0,45,,,6.0,4.541276568,3.918128655,4.033041788,4.946550049,5.0,7.5,6.730396635,8.268561658,5.07797271,4.91739553,1.0,5.599116336,9.047274551000001,4.763627243,9.036520764,2.40869809,9.635874786,1.82062607,5.0,8.179917525,8.813143982,1.780284027,8.16,9.2,6.9112,7.722,7.961447993999999,5.141325536,6.9052405089999995,6.023283022999999,10.0,6.713668441,0.7692307690000001,0.2,2.560966403,6.636424355,2.0,9.181841536,10.0,7.060613845,8.9,5.271317829,7.444120505,6.7,1.563732154,0.0,4.979861748,3.960155491,1.9957983190000002,8.083081853,5.518885892,3.522651797,0.22546732,3.884340112,5.3082719019999995,6338.0
COL,2005,Colombia,5.94,111.0,4.0,2.6852941180000003,30.87,7.596730245,9.32,2.0,,7.0,35,4.0,45,5.5,4.445506091,4.420289855,4.6376811589999996,6.15942029,3.333333333,1.6666666669999999,1.803958128,8.743539444,5.724637681,3.333333333,1.0,4.42476221,7.693174794,11.53412603,9.565549403,1.086126492,8.990319032,5.04840484,5.0,7.812260807,8.733333333,1.9,7.62,11.9,6.8,8.0,7.717777777999999,4.830917874,5.128397357,4.979657616,8.071242397999999,6.811594202999999,0.7692307690000001,7.9,5.1602749910000005,6.482238196,8.0,6.7203785620000005,10.0,8.240126187000001,7.8,5.048309178999999,6.811594202999999,8.0,4.530331836,0.0,5.365039203,2.6086956519999998,5.810234542000001,8.383284175,6.379720684,8.087398174,4.888547131,6.026313393,6.543826261,7688.0
COD,2005,"Congo, Dem. R.",4.61,137.0,4.0,9.155882352999999,8.87,10.0,0.002481587,7.0,24.14,3.0,50,2.0,54,2.5,7.163970588,,2.5,,0.0,1.6666666669999999,0.302183493,5.799986709,,,0.333333333,1.369178249,4.441119365,27.79440318,0.0,163.8529879,5.736636655,21.31681672,10.0,5.044439005,7.033333333,4.45,7.6,12.0,7.5520000000000005,6.12,7.395111111,,2.186517173,2.186517173,10.0,,0.0,0.0,0.0,4.895407071,0.0,9.432605288,5.0,4.810868429,5.0,,,5.3,7.126106558,3.0,5.10652664,,,3.333333333,,1.53837026,6.547527447999999,3.806410347,4.574601805,543.0
COG,2005,"Congo, Rep. Of",4.54,138.0,4.0,2.3264705880000003,32.09,9.310626702999999,3.03,4.0,31.67,3.0,50,,,3.0,4.659274323,,3.0,,0.0,3.333333333,3.011738204,2.4108044630000003,,,0.793103448,2.107950179,8.597265781,7.013671096,3.791657546,15.52085614,8.943598926,5.2820053719999995,0.0,5.333130563,9.2,1.2,6.18,19.1,6.2464,9.384,7.2088,,2.100921142,2.100921142,10.0,,0.0,0.0,0.0,4.827430286,0.0,10.0,6.0,5.333333333,2.2,,,6.0,6.940694078,10.0,6.285173519,,,6.71503048,,7.174789352,3.207148161,5.698989331,5.7724987279999995,3910.0
CRI,2005,Costa Rica,7.56,24.0,1.0,6.658116828,17.36240279,8.63760218,5.5,10.0,5.66,10.0,15-25,8.0,24-33,9.0,8.573929752,6.871794872000001,6.512820512999999,6.083333333,10.0,6.666666667,3.523501568,8.452626682,5.024875622,3.737373737,1.0,6.319221444,8.371212155,8.143939224,9.403538171000001,1.4911545730000002,7.240404944,13.79797528,10.0,8.753788818,9.24,1.14,8.6,7.0,6.3892,9.027000000000001,8.0764,4.696969697,4.982110345,4.839540021,10.0,7.5378787879999996,9.090909091,9.2,8.60959596,7.881383995,5.0,8.486178652000001,9.0,7.495392884,1.1,5.505050505,5.732323232000001,6.0,7.311519038,10.0,5.941482129,2.575757576,2.345415778,7.2931243320000005,6.912939511,7.4751624439999995,5.49385076,5.3493750669999995,6.26208336,10129.0
CIV,2005,Cote d'Ivoire,5.87,114.0,4.0,8.817647059,10.02,9.348773842,2.89,4.0,32.96,10.0,10,,,10.0,8.041605225,,3.0,,1.6666666669999999,4.166666667,2.4662557780000003,4.226289953,,,0.666666667,2.587646511,8.492087782,7.5395610920000005,9.20688237,1.982794074,9.221667105,3.891664475,0.0,6.730159314,4.8,7.8,7.48,12.6,7.263999999999999,6.84,6.514666667,,5.55111845,5.55111845,10.0,,0.7692307690000001,2.3,1.534615385,5.900100125,8.0,9.064703168,6.0,7.688234389,6.7,,,5.3,5.457394237,1.0,4.614348559,,,6.4073716329999995,,4.537597398,6.973481854,5.9728169620000005,6.09179997,2015.0
HRV,2005,Croatia,6.47,83.0,3.0,4.855882353,23.49,4.351498638,21.23,8.0,18.43,2.0,45-63,0.0,62-75,1.0,4.551845248,3.685185185,4.037037037,4.981481481,8.333333332999999,8.333333332999999,5.3981951189999995,3.356443814,4.531835206,5.43071161,0.962962963,5.244116202,8.622771444,6.886142778,9.865406307,0.33648423200000005,9.331725801000001,3.341370996,5.0,8.204975888,9.56,0.66,9.52,2.4,7.3736,6.566,8.817866667,6.0,6.860689472000001,6.430344736,10.0,6.166666667,1.5384615380000002,6.6,4.768376068,7.504146867999999,10.0,8.969997049,9.0,9.32333235,3.9,5.12962963,7.074074073999999,6.0,6.384456638,5.0,5.581360057,3.218390805,5.69823435,9.011248281,5.733226083,2.5093602319999997,7.802972012000001,5.662238627000001,6.855643678,16654.0
CYP,2005,Cyprus,7.56,24.0,1.0,5.317273501,21.9212701,6.466757492999999,13.467,10.0,3.0746705710000004,8.0,30,8.0,30,8.0,7.446007749,6.991869919,6.769547325,7.530120482,8.333333332999999,8.333333332999999,,,6.56626506,7.469879518,0.897435897,7.046853157,8.476956252999999,7.615218737,9.419908524,1.450228691,9.488309603,2.558451986,10.0,9.346293595,9.586666667000001,0.62,9.46,2.7,6.1336,9.666,8.393422222,7.098765432,,7.098765432,10.0,6.676706827,6.923076922999999,6.4,6.666594582999999,8.039695559,10.0,8.227920497000001,10.0,9.409306832,,3.59437751,5.020080321,,,0.0,2.871485944,4.236947791,5.120481928,,7.139696999,,,5.4990422389999996,5.926611672000001,25073.0
CZE,2005,Czech Rep.,6.98,62.0,2.0,2.637106698,31.03383723,3.1662125339999996,25.58,8.0,17.46,7.0,32,1.0,58,4.0,4.450829808,4.734848485,4.117647058999999,5.996168582,10.0,8.333333332999999,3.53822782,6.689260077,4.674329502,6.302681992,0.962962963,5.931037722,7.448649474,12.75675263,9.106879394,2.232801515,9.63076586,1.8461707019999998,10.0,9.046573682,9.586666667000001,0.62,9.46,2.7,6.1336,9.666,8.393422222,7.26744186,7.699119571000001,7.483280716,10.0,8.420084465,3.8461538460000004,6.4,6.2220794370000005,8.024695593999999,10.0,8.752080099,10.0,9.584026699999999,6.7,3.257575758,7.746212121,10.0,7.960462719,10.0,7.610708432999999,2.215909091,5.511463845,9.01746475,6.560482945,7.132484026,0.0,5.0729674430000005,7.422567525,23293.0
DNK,2005,Denmark,7.89,12.0,1.0,1.547585715,34.73820857,3.1776566760000002,25.538,10.0,12.93,1.0,59,0.0,63,0.5,3.806310598,8.781094527,9.253731343,9.338235294,10.0,10.0,6.18505645,9.009005282999999,9.166666667000001,9.166666667000001,1.0,8.988939581,8.55982793,7.200860352,9.769843328,0.57539168,9.638238916,1.808805419,10.0,9.491977542999999,9.586666667000001,0.62,9.46,2.7,6.1336,9.666,8.393422222,7.348484847999999,9.433164708,8.390824777999999,10.0,8.083634856,7.692307692000001,6.3,7.358647516,8.535723629,10.0,10.0,10.0,10.0,10.0,7.391304347999999,6.183574879,8.0,10,3.0,7.4291465379999995,4.558823529,8.436853002000001,9.661679782,9.487425405,9.671646974,8.486740927,8.383861603,8.604336047,38005.0
