State,Year,EFW,GDP,Population,GDP Per Capita,Log GDP,GDP % Growth,Log Population,Population % Growth,Log GDP Per Capita,GDP Per Capita % Growth,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,TotalTax,TotalTax/GDP
MI,2009,7.77,365552.7,9901.59,36.918585802886206,12.809165733824672,-0.05440178477286395,9.200450629287515,-0.004564589193115864,3.608715104537158,-0.049837195579748084,2163.428,8998.942,140.488,121.364,261.003,969.959,7.488,28.913,1043.532,932.471,14.078,0.0,19.585,51.02,874.833,58.595,25.328,154.244,153.873,5856.751,703.25,0.147,125.293,53.233,0.0,22757.818,0.06225591549453745
MN,2009,7.69,260513.1,5281.2,49.3283912747103,12.470408426819034,-0.01657240007911298,8.571908623605045,0.006493048223672915,3.898499803213988,-0.023065448302786784,713.019,4375.2,75.225,37.75,330.206,750.308,0.705,0.049,422.78,1370.117,1.724,1.143,8.871,58.586,526.032,47.977,0.872,329.44,47.537,6948.119,779.055,129.811,160.953,45.82,0.0,17161.299,0.06587499438607886
MS,2009,7.83,93502.9,2958.77,31.60194945872778,11.44574773083857,-0.03590479359413834,7.99252892041667,0.0037111196593624385,3.4532188104219017,-0.039615913253499446,24.393,3026.497,42.464,172.429,188.256,425.02,0.0,1.961,83.589,197.823,2.828,5.004,111.892,15.771,125.497,32.51,8.215,88.486,12.917,1485.592,324.301,0.0,0.0,113.762,1.372,6490.579000000001,0.06941580421569814
MO,2009,7.85,251402.6,5961.09,42.17393127766902,12.434810917169132,-0.0011488903342122825,8.693008629243847,0.006254958336269212,3.7418022879252857,-0.007403848670480162,30.031,3030.477,31.99,370.447,292.412,707.331,0.0,0.0,107.864,58.399,5.086,1.713,88.136,31.749,268.599,17.114,21.325,120.468,17.483,4771.576,278.661,3.03,8.576,0.018,12.133,10274.618,0.04086917955502449
MT,2009,7.84,36031.8,983.98,36.618427203804956,10.492157160862288,-0.021489907427683974,6.891605571642442,0.007712749924979612,3.600551589219846,-0.02920265735266403,235.15,0.0,28.095,62.487,66.755,191.188,0.096,50.968,89.776,40.027,2.087,0.923,2.768,45.849,139.012,7.428,0.009,92.6,7.31,827.196,164.255,0.213,0.0,349.714,3.494,2407.4,0.06681320389211752
NE,2009,7.91,87107.4,1812.68,48.054482865149936,11.374897119048017,0.016740691715503075,7.502561692142712,0.009032884368972205,3.8723354269053045,0.007707807346531315,1.964,1504.174,26.925,6.225,51.04,292.857,0.216,59.116,70.438,4.292,0.542,0.735,2.269,14.727,74.723,9.82,0.0,47.309,16.889,1602.091,198.442,0.493,10.934,4.718,0.0,4000.939,0.04593110344241706
NV,2009,7.93,120987.7,2684.66,45.066302623050966,11.703444166519311,-0.06486355300768132,7.895309369502064,0.011625576536683724,3.8081347970172468,-0.07648912954436593,231.596,2684.029,37.867,905.656,238.622,298.135,0.0,23.419,119.566,48.395,0.0,99.863,64.913,8.591,163.707,15.964,0.0,172.176,5.118,0.0,0.0,0.0,71.043,145.45,277.516,5611.625999999999,0.046381789223202026
NH,2009,8.04,61908.9,1316.1,47.039662639617056,11.033419228628084,0.017000723855435496,7.182428096840278,0.0001443763514039631,3.850991131787806,0.01685634750403109,392.652,0.0,12.451,0.256,81.543,132.122,1.967,87.002,195.034,319.279,3.245,0.174,38.589,10.324,98.938,12.893,9.406,53.814,0.206,98.191,493.431,0.077,84.128,0.0,0.0,2125.7219999999998,0.034336290904861816
NJ,2009,7.74,486209.5,8755.6,55.53125999360409,13.094394879957516,-0.017625997705478014,9.077448774638999,0.005096569109042548,4.0169461053185165,-0.02272256681452145,2.405,8188.99,104.372,375.679,507.344,540.568,0.0,1002.754,766.142,240.167,7.838,71.23,263.405,13.304,486.875,42.291,1.57,512.812,2.532,10663.866,2397.471,639.544,355.394,0.0,0.0,27186.553,0.05591530605633991
NM,2009,7.77,81990.3,2036.8,40.25446779261587,11.314356226566332,-0.020534081856492747,7.619135227803142,0.012916922438823697,3.69522099876319,-0.03345100429531689,65.076,1881.651,39.25,62.233,128.731,188.963,0.614,33.323,41.619,108.228,3.583,0.42,13.012,23.537,145.964,3.874,0.851,22.468,1.036,958.5,162.5,0.032,0.0,931.812,0.0,4817.277,0.058754230683385714
NY,2009,7.63,1150993.9,19307.07,59.61515134093366,13.956136387950618,0.04382875615702808,9.868226629057254,0.004913364182097979,4.087909758893364,0.0389153919749301,0.0,11073.898,206.453,0.773,1111.852,1613.302,27.939,799.294,1337.665,4067.242,43.701,0.069,62.981,47.059,723.0,138.239,29.18,209.057,2.051,36840.019,4427.675,1165.247,829.727,0.0,0.0,64756.423,0.05626130859598822
NC,2009,7.9,406832.9,9449.57,43.05305955720737,12.916157815009235,-0.015202187445432003,9.153724516807008,0.014939224543050855,3.762433298202227,-0.030141411988482414,0.0,4963.434,264.067,14.748,506.452,1515.944,0.0,393.923,243.37,533.247,15.261,0.0,534.642,16.877,572.968,130.377,0.0,196.785,7.368,9560.353,901.445,116.624,36.038,1.74,0.0,20525.663,0.05045231838428013
ND,2009,7.83,32239.7,664.97,48.48293907995849,10.380953891366353,0.012095298473663973,6.499741926856287,0.01119070459291649,3.8812119645100656,0.000904593880747484,1.942,607.171,7.161,10.352,34.583,143.796,0.304,36.822,24.114,80.265,0.25,0.286,0.0,14.903,78.599,4.116,0.006,42.66,0.0,370.165,129.542,0.04,0.0,827.417,0.0,2414.494,0.07489194998712767
OH,2009,7.67,478023.5,11528.9,41.463062391034704,13.07741517344504,-0.028023994042191802,9.35261220541617,0.0011725248682257217,3.724802968028869,-0.029196518910417968,0.0,7328.388,93.782,0.0,425.089,1726.742,9.544,1172.1,924.764,469.08,33.302,8.551,1222.426,40.651,806.294,80.216,31.018,635.544,22.395,8323.352,521.363,34.403,0.0,11.052,0.0,23920.055999999997,0.050039498058149855
OK,2009,7.89,145858.2,3717.57,39.23482274711707,11.890390195861503,-0.0910459094008953,8.220825508015807,0.013156534751969318,3.669564687845696,-0.1042024441528655,0.0,2162.693,90.064,13.972,157.894,420.109,1.648,32.729,257.812,21.415,9.831,221.533,63.327,19.824,582.683,15.257,0.009,105.543,2.576,2544.576,342.762,43.804,12.822,1067.182,2.126,8192.191,0.05616544698892486
OR,2009,7.76,160574.9,3808.6,42.16113532531639,11.98651577936385,-0.027492804921797287,8.245016946524716,0.010518286049221004,3.7414988328391336,-0.038011090971018735,22.121,0.0,15.852,0.084,57.05,397.609,2.149,21.297,248.205,143.28,3.423,2.631,10.372,40.241,437.866,29.011,3.289,156.684,6.099,5162.384,243.752,87.211,11.395,13.038,0.0,7115.043,0.04430980807087533
PA,2009,7.82,576963.5,12666.86,45.54905477758497,13.265534285257115,-0.007878912131181082,9.446744413081827,0.004318191584978592,3.8187898721752873,-0.012197103716158786,55.536,8496.182,294.334,1006.612,731.865,2025.778,13.943,1382.977,989.716,155.003,16.224,18.342,620.004,68.642,824.678,61.861,62.546,813.026,17.974,9550.238,1740.532,748.648,349.181,0.0,27.337,30071.179,0.052119725077929537
RI,2009,7.66,47906.6,1053.65,45.46728040620699,10.77700856096361,0.017438984873772156,6.960015605643222,-0.001280440266945071,3.8169929553203876,0.01871942514071634,1.617,814.511,10.819,0.0,48.771,122.833,2.49,125.385,130.503,128.452,0.121,0.429,4.289,1.795,52.317,0.658,0.0,36.317,0.954,960.885,108.497,27.262,7.149,0.0,0.13,2586.1839999999997,0.053983876960585805
SC,2009,7.87,159911.4,4589.87,34.84007172316427,11.982375190839809,-0.011728113696088727,8.431606980213417,0.013350536657203094,3.550768210626393,-0.025078650353290932,9.994,2910.183,150.146,33.508,125.797,514.667,0.0,26.961,30.573,286.525,8.306,2.6,78.57,15.907,152.287,46.989,0.0,138.676,8.86,2812.3,249.2,0.153,34.524,0.0,0.0,7636.726000000001,0.04775598237524029
SD,2009,7.96,36341.5,807.07,45.02893181508419,10.500715617928236,-0.0036832049504855746,6.693410405524274,0.00989928330037948,3.8073052124039632,-0.01358248825086461,0.0,756.598,14.232,8.044,63.165,117.489,0.276,3.322,68.323,52.162,0.553,7.719,3.033,28.081,48.655,2.062,0.0,100.759,9.746,0.0,48.772,0.016,0.163,7.668,0.92,1341.758,0.036920820549509514
TN,2009,7.9,250379.4,6306.02,39.70482174176421,12.430732646453245,-0.004663614395340687,8.749260011682596,0.009337754839556567,3.681472634770649,-0.014001369234898586,0.0,6356.962,116.056,0.0,299.006,815.611,0.0,8.071,301.219,103.546,1.158,0.353,524.685,23.464,251.335,43.048,4.402,274.401,5.805,221.685,816.261,91.49,138.055,2.413,34.107,10433.133,0.041669294678396064
TX,2009,7.89,1162971.8,24801.76,46.890696466702366,13.966489183571397,-0.06119440904129192,10.118669897376918,0.020066320768339807,3.847819286194479,-0.08126072980963128,0.0,21053.923,796.949,37.277,1253.788,3034.242,10.602,842.657,1556.793,4048.746,70.85,8.365,4274.325,99.242,1496.478,103.907,21.798,674.84,97.736,0.0,0.0,2.004,0.0,2295.177,0.0,41779.69899999999,0.03592494590152572
UT,2009,7.89,113517.8,2723.42,41.6820762129969,11.639714931801171,-0.02063866723548813,7.909643722424985,0.022423871184458655,3.730071209376187,-0.04306253841994678,0.0,1744.035,40.762,0.0,132.214,350.469,0.0,26.117,59.821,44.744,1.89,0.0,3.249,28.752,256.863,14.301,0.0,45.734,5.953,2319.632,245.88,0.321,0.0,102.121,0.0,5422.858,0.04777099274298832
VT,2009,7.8,25870.7,624.82,41.40504465286002,10.16086633318277,0.007873766145744199,6.437463608256437,0.0010728841593774519,3.7234027249263333,0.006800881986366747,911.811,321.162,20.682,0.0,56.111,84.044,0.0,12.022,63.796,264.189,0.371,0.039,2.053,6.401,62.89,5.989,0.0,16.253,4.367,532.911,86.759,23.397,26.472,0.0,3.985,2505.704,0.09685489762549912
VA,2009,7.88,409441.9,7925.94,51.65846574664961,12.922550291867413,0.022567007285907437,8.977896203699018,0.011731515865475828,3.9446540881683956,0.010835491420432497,31.375,3372.974,180.096,0.096,387.305,891.401,0.0,151.278,167.579,487.624,11.514,0.118,53.675,22.421,350.852,57.979,0.0,170.158,4.282,9194.355,633.49,6.005,313.594,1.997,117.343,16607.511,0.040561337273981965
WA,2009,7.85,353705.5,6667.43,53.049750803532994,12.77621992497372,-0.005332296297620331,8.804989757313393,0.015903994117048015,3.971230167660326,-0.021236290414668346,1785.065,10035.359,276.082,0.098,408.464,1181.837,2.858,467.235,431.998,306.853,11.336,7.24,24.652,32.936,455.901,63.33,19.202,254.931,58.528,0.0,0.0,138.535,415.415,29.681,0.0,16407.536,0.04638756253436828
WV,2009,7.88,63032.5,1847.78,34.1125566896492,11.051405745372803,0.01661124716402007,7.521740197495852,0.004050882822819624,3.5296655478769514,0.012560364341200891,4.868,1110.017,9.479,0.0,113.528,384.538,2.41,163.291,115.095,327.965,17.483,0.015,2.463,17.06,89.837,3.901,18.91,43.1,0.216,1557.403,420.53,0.029,8.537,376.677,0.0,4787.352000000001,0.07595053345496372
WI,2009,7.74,245518.6,5669.26,43.30699244698602,12.411127987094238,0.0036082657449725275,8.642813876740592,0.0049972430006146595,3.7683141103536477,-0.001388977255642132,134.006,4084.147,54.047,0.329,152.05,970.173,0.678,309.838,593.575,482.562,1.268,0.641,17.122,72.187,465.014,42.715,63.455,291.512,5.318,5971.177,656.872,20.853,41.16,5.669,10.877,14447.245,0.05884379024644162
WY,2009,7.78,36085.6,559.85,64.45583638474591,10.49364917277565,-0.16479066156735023,6.327668890706206,0.024976657571428973,4.165980282069444,-0.1897673191387792,287.169,989.738,1.672,0.0,29.845,67.134,0.192,4.158,26.449,1.115,0.0,0.0,11.533,36.544,81.105,2.178,0.0,20.85,0.0,0.0,0.0,0.113,0.0,1197.54,6.275,2763.61,0.07658484270734033
AL,2010,8.01,175470.1,4785.51,36.666959216468044,12.075223937003008,0.036809876991650725,8.473347881279583,0.005777800836670011,3.601876055723424,0.031032076154978938,316.354,2097.434,167.285,0.115,259.169,558.476,2.104,812.367,137.401,411.129,3.868,0.0,108.682,20.81,200.285,19.148,13.525,126.525,0.001,2616.0,428.245,0.096,30.354,90.538,0.0,8419.911,0.04798487605580666
AK,2010,7.82,52947.7,713.98,74.1585198464943,10.877059912881219,0.06427401834807966,6.570854950742781,0.021347280259697676,4.306204962138438,0.042926738088382876,118.87,0.0,38.939,8.92,51.374,28.834,0.0,4.085,70.147,60.706,2.475,0.002,0.228,24.059,63.692,0.0,0.346,43.543,8.504,0.0,643.068,0.086,0.0,3355.049,0.0,4522.927000000001,0.08542253960039814
AZ,2010,7.96,248125.3,6407.34,38.72516520115992,12.421689139490871,0.017730854988659672,8.765199487189035,0.010068717718716869,3.656489652301836,0.007662137269943248,774.613,4939.718,65.418,0.531,437.975,801.849,0.285,22.541,338.473,110.436,5.444,0.0,9.456,28.156,176.095,23.701,9.241,113.17,3.887,2416.324,413.193,0.351,0.0,29.101,0.0,10719.957999999999,0.0432038087208358
AR,2010,7.81,100970.8,2922.0,34.55537303216975,11.522586645112467,0.040288442984572015,7.980023592310645,0.0086478256143101,3.542563052801823,0.03164061737026147,928.627,2615.29,45.315,8.787,144.237,466.482,4.725,0.0,250.841,168.957,2.931,0.464,24.504,26.715,139.582,16.871,8.647,113.194,0.933,2091.082,385.365,0.089,26.275,65.147,24.838,7559.897999999999,0.07487212144501182
CA,2010,7.87,1973511.9,37319.55,52.8814495351632,14.495325203962983,0.02786916745545298,10.52727259701077,0.00964779258811177,3.9680526069522126,0.018221374867341655,3353.597,33552.099,311.242,0.0,2180.786,3163.694,15.541,745.467,922.986,41.371,51.423,15.027,52.916,91.44,3108.956,270.344,449.195,4065.097,18.85,45646.436,9114.589,0.0,0.0,24.409,0.0,107195.465,0.05431711103439508
CO,2010,7.92,255660.7,5047.54,50.65055452755204,12.451606453729687,0.027728077736988155,8.526656274870797,0.01503859778774519,3.924950178858888,0.01268947994924119,0.0,2039.414,36.209,98.567,189.786,602.347,0.528,12.536,203.064,322.298,6.045,0.828,13.881,68.562,379.611,20.937,16.04,42.068,1.031,4089.948,360.003,0.123,0.0,71.436,0.0,8575.261999999999,0.0335415728737346
CT,2010,7.95,238051.6,3579.17,66.5102803163862,12.38024273587712,0.004758172174563313,8.18288620893945,0.00486208733227933,4.19735652693767,-0.00010391515771690507,0.0,3145.579,48.197,420.224,203.955,498.177,7.062,279.575,385.636,380.29,7.757,0.066,23.901,5.794,196.778,37.251,0.704,148.558,4.55,5768.846,507.752,167.977,98.615,0.061,6.801,12344.105999999998,0.05185474913842208
DE,2010,7.85,57986.7,899.65,64.45473239593176,10.967968952888091,0.012483893713701733,6.802005798798528,0.008842402621518808,4.165963154089564,0.0036414910921829247,0.0,0.0,16.446,0.0,69.568,112.889,0.116,58.263,131.712,73.92,1.409,0.436,767.478,2.97,47.375,4.356,0.0,277.882,148.82,853.107,142.417,0.231,52.875,0.0,0.762,2763.032,0.04764940926108919
FL,2010,8.05,738242.3,18846.14,39.17206918764267,13.512027369480661,0.01719312323833222,9.84406339737118,0.010320427357390471,3.6679639721094817,0.006872695880942636,0.7,17535.295,590.423,148.604,667.8,2266.814,11.46,3079.2,389.267,550.604,8.583,15.0,238.147,15.143,1282.832,310.101,31.638,219.401,3.881,0.0,1793.18,3.3,1252.5,71.01,0.0,30484.883,0.04129387194421127
GA,2010,7.98,414664.0,9712.21,42.695122943181836,12.935223832724306,0.02095210697989991,9.181139135800272,0.009451238455463695,3.7540846969240342,0.01150086852443577,86.228,4864.691,169.019,0.0,274.367,854.36,0.0,0.0,227.18,126.449,1.327,0.269,33.318,24.135,282.516,42.648,0.023,74.279,9.235,7016.412,684.701,0.0,11.622,0.0,0.0,14782.779,0.03565001784577393
HI,2010,7.83,68260.2,1364.0,50.0441348973607,11.131082152430036,0.038055968834871834,7.218176838403408,0.012749552940142017,3.9129053140266286,0.025306415894729817,0.0,2316.434,44.074,0.0,108.646,86.37,0.0,157.661,105.523,225.672,0.0,0.0,1.461,0.378,100.575,0.241,20.325,21.682,1.29,1527.79,79.853,0.0,39.887,0.0,0.0,4837.862,0.07087383277517499
ID,2010,7.97,55215.3,1570.82,35.15062196814403,10.918995367772638,0.0266378505639846,7.359353054988472,0.010482423854384137,3.5596423127841654,0.016155426709600018,0.0,1126.671,7.882,0.0,72.602,230.377,0.899,2.138,48.724,20.314,1.399,0.315,1.923,34.035,120.275,7.676,35.451,63.088,3.841,1068.754,98.327,0.282,0.0,6.73,0.0,2951.7030000000004,0.05345806325420672
IL,2010,7.89,661714.8,12840.54,51.533253274395,13.402589926381426,0.025356914604030223,9.460362632434387,0.0034137766738329134,3.9422272939470386,0.021943137930198198,50.962,6859.971,230.394,514.533,344.144,1339.228,7.034,1794.267,581.817,1261.248,11.952,48.554,339.776,39.606,1446.595,92.484,25.78,387.82,15.961,9433.245,2686.686,243.379,40.323,0.0,0.0,27795.759000000002,0.04200564805260514
IN,2010,7.97,280497.0,6490.56,43.21614775920722,12.544318308700529,0.07012798139535015,8.778104092570423,0.004824764492225242,3.7662142161301055,0.06530321690312535,0.0,5941.044,41.563,873.166,176.426,759.959,4.546,198.988,484.686,10.072,11.502,5.444,10.206,20.682,393.35,214.505,0.0,41.033,7.972,3868.093,597.347,133.211,0.0,1.426,0.0,13795.221000000001,0.04918134953315009
IA,2010,7.97,142016.7,3050.82,46.550337286368915,11.8636999353022,0.03727919387477563,8.023165685926127,0.005901041009092722,3.8405342493760726,0.03137815286568291,0.0,2121.842,14.488,279.413,88.571,437.763,3.913,0.0,232.573,7.008,11.803,16.464,33.072,28.663,466.982,14.428,12.171,110.012,7.112,2650.037,192.138,68.358,12.533,0.0,0.0,6809.344,0.047947487865863656
KS,2010,7.98,127970.4,2858.27,44.77197745489404,11.75955426615935,0.025250807555012855,7.957971825686149,0.008986226274038778,3.801582440473201,0.016264581280974966,74.745,2150.27,111.405,0.454,138.768,424.703,0.013,0.385,106.181,30.495,2.811,0.025,45.343,24.987,174.932,18.222,6.621,28.85,2.551,2687.542,352.419,8.396,0.0,102.878,0.0,6492.995999999999,0.050738264473659526
KY,2010,7.86,164820.3,4348.46,37.90314272179116,12.012611068483173,0.05475301782854913,8.377577038413293,0.007244828025180894,3.635034030069882,0.04750818980336913,516.17,2794.057,111.074,0.187,125.063,662.694,0.0,66.787,299.541,625.343,5.885,0.271,74.724,24.716,194.027,16.537,0.0,114.268,4.337,3154.488,383.815,37.202,3.072,317.146,0.0,9531.403999999999,0.057829065958501465
LA,2010,7.9,226161.8,4544.64,49.76451380087311,12.329005951302902,0.0879533025017416,8.421703795553674,0.011728399026608827,3.9073021557492282,0.07622490347513322,49.426,2579.946,55.331,667.151,532.643,587.995,5.268,8.828,135.927,269.708,0.0,0.0,156.648,27.252,109.388,12.758,10.911,105.938,3.756,2286.5,393.036,1.754,0.0,758.469,0.0,8758.633,0.0387272872783998
ME,2010,7.93,51724.3,1327.65,38.959288969231345,10.85368296941439,0.02261070279941002,7.191165741082996,-0.001460161930939563,3.662517228331393,0.02407086473034914,45.713,989.645,16.864,28.173,105.811,241.687,2.447,28.816,149.067,104.404,4.711,0.722,8.211,15.886,94.633,8.4,0.0,106.915,8.792,1303.37,175.292,31.21,19.184,0.0,0.0,3489.9529999999995,0.06747221325373179
MD,2010,7.96,316316.9,5788.78,54.64310269175889,12.664499838154095,0.045030952589504736,8.663676840247522,0.010137970027679799,4.000822997906572,0.03489298256182316,774.109,3753.778,29.874,23.446,391.569,722.597,1.541,124.075,405.915,804.886,1.118,13.848,93.086,15.384,433.777,28.554,0.0,166.317,2.005,6200.292,891.392,173.46,127.401,0.0,59.324,15237.748,0.048172411907172835
MA,2010,7.9,410187.5,6566.44,62.4672577530595,12.924369651216079,0.04720910174097526,8.78972710769572,0.007464084393358661,4.134642543520358,0.039745017347616596,4.549,4625.682,71.887,3.19,310.589,654.649,2.098,23.48,579.854,542.423,3.006,0.423,25.137,5.222,362.053,104.298,0.0,249.807,109.782,10128.035,1834.859,221.379,166.989,0.0,61.172,20090.563,0.04897897424958098
MI,2010,7.87,386629.8,9877.6,39.14207904754191,12.865222925041245,0.05605719121657238,9.198024846253533,-0.0024257830339813324,3.6671980787877105,0.05848297425055238,2065.215,9012.729,140.586,101.815,257.51,967.728,6.239,27.698,1007.873,912.993,14.264,0.0,20.752,50.601,877.844,54.712,24.26,154.82,163.249,5531.349,631.895,0.0,121.632,63.106,0.0,22208.87,0.0574422095761889
MN,2010,7.81,272636.0,5310.93,51.33488861649466,12.51589285115396,0.04548442433492639,8.577522240143486,0.005613616538440169,3.9383706110104746,0.03987080779648666,765.742,4426.608,75.051,34.382,335.839,832.291,0.637,0.058,428.767,1749.27,1.788,1.174,7.955,58.14,557.733,46.189,0.779,332.015,49.924,6458.111,721.742,148.422,152.97,23.29,0.0,17208.877,0.0631203399404334
MS,2010,7.95,95265.4,2970.62,32.06919767590604,11.464421959710204,0.018674228871633503,7.996525964219371,0.00399704380270105,3.4678959954908333,0.014677185068931564,24.396,2849.099,41.208,155.123,194.02,393.363,0.0,1.97,156.558,283.266,2.815,6.144,112.064,14.176,124.437,33.255,8.543,93.219,14.103,1352.481,316.331,0.04,0.0,90.832,1.38,6268.822999999999,0.06580377555754766
MO,2010,7.94,257897.4,5996.09,43.0109287885939,12.460317110391708,0.025506193222575746,8.69886286911651,0.005854239872663314,3.761454241275198,0.019651953349912432,29.538,2919.117,32.785,390.931,270.053,721.917,0.0,0.0,106.163,87.633,4.89,1.766,91.566,32.248,264.213,17.215,20.97,143.27,18.318,4326.507,206.936,0.246,8.361,0.002,12.408,9707.053,0.03763920458290778
MT,2010,7.97,38103.2,990.73,38.459721619411944,10.548053547089184,0.05589638622689641,6.8984420451395625,0.0068364734971204655,3.649611501949621,0.04905991272977506,236.83,0.0,31.92,52.414,65.048,204.39,0.086,50.622,88.034,39.499,2.053,4.669,2.925,44.503,142.189,8.5,0.007,97.429,6.658,714.814,93.225,0.048,0.0,253.649,3.297,2142.8089999999997,0.05623698272061139
NE,2010,8.02,91785.5,1829.59,50.16725058619691,11.427209612063123,0.052312493015106654,7.511847177018077,0.009285484875364958,3.915362435045046,0.043027008139741696,1.168,1442.951,27.002,6.691,45.463,298.805,0.149,57.806,52.487,22.178,3.508,0.184,14.989,17.247,79.479,10.858,0.0,74.505,26.174,1514.831,154.332,0.067,10.55,3.473,0.0,3864.897,0.04210792554379504
NV,2010,8.01,123652.3,2702.48,45.755121221988695,11.725228873666175,0.02178470714686398,7.901925148930937,0.006615779428873481,3.823303724735238,0.015168927717991387,363.218,2559.489,39.38,864.252,234.253,292.804,0.0,23.025,110.345,151.446,0.0,107.312,65.226,8.806,158.987,20.136,0.0,207.331,4.629,0.0,0.0,0.0,57.462,182.752,385.11,5835.963,0.04719655841419852
NH,2010,8.14,64170.7,1316.81,48.73193551081781,11.069301999209296,0.03588277058121214,7.182967424061649,0.0005393272213707334,3.886334575147647,0.035343443359840965,393.796,0.0,12.865,0.147,75.172,147.805,1.591,85.201,237.988,338.628,3.704,0.14,38.85,10.018,131.1,12.122,10.049,105.485,0.72,82.365,499.669,0.051,84.47,0.0,0.0,2271.9359999999997,0.03540456937511979
NJ,2010,7.84,494977.8,8799.45,56.250992959787254,13.112268192060256,0.017873312102739902,9.082444498513091,0.004995723874092306,4.029823693547164,0.012877588228647596,3.908,7898.165,126.367,296.125,509.305,535.281,0.0,938.945,759.742,243.522,10.399,66.807,227.497,13.484,578.968,50.345,4.172,434.587,2.262,10322.943,2047.474,581.624,275.969,0.0,0.0,25927.891,0.05238192702783842
NM,2010,7.87,84037.9,2064.61,40.70400705217934,11.339023166545825,0.024666939979493208,7.63269662557299,0.013561397769848327,3.7063265409728343,0.011105542209644437,59.624,1685.302,39.337,58.654,122.703,227.633,0.564,28.236,37.926,104.208,3.534,0.387,9.071,25.372,121.77,3.705,1.332,25.186,4.233,956.6,125.1,0.008,0.0,654.752,0.0,4295.237,0.05111071314252261
NY,2010,7.72,1212485.1,19399.96,62.49936082342438,14.008182613058475,0.052046225107856614,9.873026283193624,0.0047996541363701795,4.135156329864851,0.04724657097148732,0.0,10568.466,224.621,0.69,1430.125,1613.229,22.472,1083.893,1351.332,4809.656,49.0,0.016,59.899,75.629,965.0,136.785,34.047,220.0,1.393,34751.382,3895.349,866.377,311.23,0.0,1337.019,63807.61,0.05262547968630707
NC,2010,7.96,415710.0,9574.59,43.41804714353304,12.93774318076087,0.021585365751635166,9.16686799328871,0.013143476481701555,3.7708751874721615,0.0084418892699345,0.0,5856.993,294.532,15.678,507.038,1551.66,0.0,398.661,273.946,535.083,15.507,0.0,621.546,16.331,548.379,127.096,0.0,197.097,7.732,9133.689,1294.314,83.98,34.204,1.464,0.0,21514.93,0.05175466070096943
ND,2010,8.02,35689.4,674.75,52.89277510188959,10.482609004911119,0.10165511354476564,6.514342251898114,0.014600325041826956,3.9682667530130047,0.08705478850293913,2.125,603.74,7.368,8.387,35.894,151.05,0.291,34.002,23.875,84.171,0.257,0.281,0.0,14.906,87.145,4.04,0.004,59.486,0.0,303.764,88.347,0.009,0.0,1136.553,0.0,2645.695,0.07413111456062585
OH,2010,7.75,496457.7,11539.45,43.02264839312099,13.115253562463325,0.03783838901828496,9.353526878614343,0.0009146731981726219,3.7617266838489813,0.036923715820112335,0.0,7253.496,93.643,0.0,432.925,1727.242,8.37,1144.976,886.875,697.821,38.882,4.417,1387.449,38.661,832.589,89.456,33.179,795.721,23.2,7886.802,142.318,55.024,0.0,10.55,0.0,23583.595999999998,0.047503736974972885
OK,2010,8.02,153215.1,3760.01,40.748588434605225,11.939598095400187,0.04920789953868443,8.232176895954872,0.011351387939065205,3.707421199445316,0.03785651159962011,0.0,1968.309,90.066,13.908,165.579,431.151,1.319,31.899,248.472,24.962,1.192,121.596,46.198,19.969,579.38,15.916,0.005,89.049,13.567,2224.783,216.4,23.434,11.321,743.686,0.0,7082.161,0.04622364897454624
OR,2010,7.83,163827.0,3837.61,42.68985123553462,12.006566271982118,0.020050492618267413,8.252605055979748,0.007588109455031855,3.7539612160023705,0.01246238316323689,25.092,0.0,16.252,0.187,72.876,403.284,3.014,75.745,239.254,189.327,3.39,2.727,15.284,44.549,496.097,28.501,10.263,422.705,6.57,4945.538,353.589,98.034,10.115,12.742,0.0,7475.134999999999,0.045628223674974204
PA,2010,7.9,599025.1,12711.41,47.12499242806266,13.303058779391627,0.03752449413451231,9.45025529430118,0.0035108812193520578,3.8528034850904467,0.034013612915159364,55.363,8029.797,297.638,1231.127,778.175,2020.099,17.46,1292.373,1090.892,707.337,16.333,182.899,538.905,70.733,800.432,60.995,61.214,796.93,18.464,9352.287,1648.956,728.713,347.108,0.0,24.892,30169.122,0.05036370262281163
RI,2010,7.77,49472.4,1053.99,46.938206244841034,10.809170217296037,0.03216165633242696,6.960338241390265,0.0003226357470431651,3.848831975905772,0.03183902058538424,2.046,798.481,11.924,0.0,62.148,123.805,1.476,95.318,137.501,174.328,0.109,0.427,4.264,2.253,53.385,0.626,0.0,32.097,0.203,909.674,121.668,30.131,6.895,0.0,0.0,2568.759,0.05192307225847139
SC,2010,7.96,163844.0,4635.85,35.342817390554046,12.00667003459776,0.024294843757951767,8.441574848457332,0.00996786824391549,3.56509518614043,0.014326975514037166,9.986,2724.641,148.942,36.612,144.629,521.689,0.0,37.304,35.257,321.369,8.405,2.203,73.852,18.142,127.95,42.546,0.0,123.849,12.106,2673.0,148.5,0.073,31.669,0.0,0.0,7242.724000000001,0.04420499987793267
