DATE,Base: Total ($ Mil),Base: Currency in Circulation ($ Mil),Balance Sheet: Total Assets ($ Mil),"Balance Sheet Securities, Prem-Disc, Repos, and Loans ($ Mil)",Balance Sheet: Securities Held Outright ($ Mil),Balance Sheet: U.S. Treasuries Held Outright ($ Mil),Balance Sheet: Federal Agency Debt Securities ($ Mil),Balance Sheet: Mortgage-Backed Securities ($ Mil),Balance Sheet: Repos ($ Mil),Balance Sheet: Central Bank Liquidity Swaps ($ Mil),Balance Sheet: Direct Lending ($ Mil),Balance Sheet: Unamortized Security Premiums ($ Mil),Balance Sheet: Total Liabilities ($ Mil),Balance Sheet: Federal Reserve Notes Outstanding ($ Mil),Balance Sheet: Reverse Repos ($ Mil),Balance Sheet: Excess Reserves ($ Mil),Balance Sheet: Required Reserves ($ Mil),Balance Sheet: Total Reserves ($ Mil),Balance Sheet: Deposits from Dep. Institutions ($ Mil),Balance Sheet: U.S. Treasury General Account ($ Mil),Balance Sheet: Other Deposits ($ Mil),Balance Sheet: All Deposits ($ Mil),Federal Funds Target (Pre-Crisis),Federal Funds (Upper) Target,Effective Federal Funds Rate,Interest on Excess Reserves,Interest on Reserve Balances,Vault Cash ($ Mil),Vault Cash Used as Req. ($ Mil)
2020-11-30,5093000.0,2055.63325,7198114.0,6989559.75,6586667.0,4570455.25,2347.0,2013865.0,1000.0,7567.5,66722.25,339974.75,7158890.75,2009692.25,194247.25,,,3017.59125,3037182.0,1555074.0,218.56125,4829579.25,,0.25,0.0863333333333333,0.1,,,
2020-12-31,5206500.0,2070.5264,7319010.8,7097901.6,6700746.8,4655917.2,2347.0,2042482.4,1000.0,12555.6,58862.0,342592.6,7279783.6,2024397.4,195388.2,,,3133.6448,3147600.8,1574459.0,210.041,4933364.0,,0.25,0.09,0.1,,,
2021-01-31,5248000.0,2093.5345,7372161.25,7189483.25,6797707.5,4733203.25,2347.0,2062157.25,1000.0,12134.25,52328.5,344282.0,7332956.25,2045999.0,209429.5,,,3142.45825,3185801.5,1608744.75,213.53725,5010100.0,,0.25,0.0851612903225806,0.1,,,
2021-02-28,5446800.0,2100.21625,7500084.0,7330528.25,6934953.25,4809901.5,2347.0,2122704.75,700.0,8018.0,53395.75,348061.0,7460890.0,2052282.75,207014.0,,,3299.991,3323373.5,1553753.0,226.148,5139327.25,,0.25,0.0757142857142857,0.1,,,
2021-03-31,5839000.0,2115.2816,7647908.2,7490805.4,7090197.8,4906299.6,2347.0,2181551.0,200.0,2353.8,57941.8,350939.4,7608687.4,2071098.6,237845.2,,,3695.7394,3713349.2,1194774.2,299.244,5239780.6,,0.25,0.0696774193548387,0.1,,,
2021-04-30,6042100.0,2154.81925,7775974.0,7614925.0,7207246.25,4986900.0,2347.0,2217999.25,0.0,759.75,67584.0,350857.25,7736706.0,2108474.75,309901.75,,,3891.3715,3884245.25,953095.75,372.83675,5255878.75,,0.25,0.069,0.1,,,
2021-05-31,6041900.0,2167.934,7866893.25,7709974.25,7291913.75,5063447.75,2347.0,2226119.0,11.75,642.5,81423.0,349622.5,7827495.25,2120472.25,502431.25,,,3886.5695,3883067.75,862533.0,380.029,5142879.5,,0.25,0.0580645161290322,0.1,,,
2021-06-30,6027000.0,2178.8432000000003,8026555.2,7874851.2,7450341.4,5149903.0,2347.0,2298091.2,0.0,516.0,87694.6,350797.6,7986989.0,2130866.8,890891.6,,,3843.4738,3789613.4,767312.4,332.9656,4906226.6,,0.25,0.078,0.1233333333333333,,,
2021-07-31,6130200.0,2186.1175,8190356.75,8042917.0,7617340.75,5232755.5,2347.0,2382238.75,0.0,487.0,87349.25,352744.75,8150754.0,2137390.25,1129327.5,,,3932.73425,3944127.75,633925.0,243.89825,4831987.25,,0.25,0.0980645161290322,0.15,0.15,,
2021-08-31,6328700.0,2187.59575,8291893.25,8153497.75,7733453.75,5312788.25,2347.0,2418318.75,0.0,446.0,81331.75,353699.0,8252158.75,2139163.75,1318716.5,,,4112.63575,4134706.5,366867.25,247.10875,4744682.5,,0.25,0.092258064516129,,0.15,,
2021-09-30,6388800.0,2194.8218,8418612.4,8289740.4,7881596.2,5394942.6,2347.0,2484306.6,0.0,334.0,68850.2,354879.0,8378755.2,2146785.8,1485777.8,,,4199.5532,4188691.6,257745.6,254.1552,4699991.4,,0.25,0.0793333333333333,,0.15,,
2021-10-31,6330900.0,2202.38725,8516524.5,8393472.0,8000350.5,5481949.25,2347.0,2516054.25,0.0,330.0,54217.75,354938.75,8476665.0,2154356.5,1725816.0,,,4134.10925,4136387.75,130543.25,306.63875,4562227.0,,0.25,0.0790322580645161,,0.15,,
2021-11-30,6394700.0,2211.54025,8648682.25,8529183.25,8145496.5,5559562.75,2347.0,2583586.75,0.0,298.25,45385.5,355311.0,8608417.0,2164507.75,1745787.5,,,4156.99725,4172515.0,209598.5,253.42625,4662397.5,,0.25,0.0796666666666666,,0.15,,
2021-12-31,6413100.0,2223.8172,8723909.4,8611155.0,8236698.8,5627334.4,2347.0,2607017.0,0.4,884.8,38199.8,354034.2,8683250.2,2176534.8,1869617.4,,,4210.6614,4188008.4,164819.4,262.66099999999994,4607175.8,,0.25,0.0796774193548387,,0.15,,
2022-01-31,6103900.0,2233.5372500000003,8820579.5,8702006.5,8335792.25,5688893.0,2347.0,2644552.25,0.5,1058.75,32180.75,352540.75,8780079.25,2183597.75,1878163.0,,,3890.495,3901053.0,536056.75,253.36975,4689927.25,,0.25,0.0793548387096774,,0.15,,
2022-02-28,6040000.0,2232.02275,8897595.5,8783153.75,8423483.25,5735092.5,2347.0,2686044.0,0.0,222.25,28768.25,350619.5,8857074.0,2184423.75,1927258.75,,,3782.86675,3773572.5,693336.0,247.5505,4717486.75,,0.25,0.08,,0.15,,
2022-03-31,6134500.0,2257.565,8933825.0,8823557.2,8471666.2,5755987.4,2347.0,2713332.0,0.8,268.4,26263.2,346611.0,8892716.4,2211471.6,1904380.0,,,3879.3742,3861811.8,609924.0,272.2978,4748857.8,,0.3709677419354839,0.2009677419354839,,0.2709677419354839,,
2022-04-30,5885200.0,2269.74825,8949532.25,8834525.5,8490195.5,5762538.5,2347.0,2725309.75,1.0,262.5,23954.25,342789.5,8908311.5,2221190.0,2075452.5,,,3660.4775,3574399.75,738516.25,277.3575,4583948.5,,0.5,0.33,,0.4,,
2022-05-31,5591500.0,2272.22125,8935539.75,8825041.0,8487497.75,5767323.0,2347.0,2717827.5,0.25,218.75,22046.75,339383.0,8894014.75,2224123.0,2193289.75,,,3311.7985,3305459.0,888045.75,255.02925,4448385.5,,0.935483870967742,0.765483870967742,,0.835483870967742,,
2022-06-30,5506500.0,2278.11,8922724.6,8817224.8,8484903.2,5766435.8,2347.0,2716120.4,0.2,189.2,21506.8,335628.8,8881058.2,2229353.8,2412170.2,,,3244.6064,3214762.0,747860.2,248.3018,4214117.0,,1.375,1.2049999999999998,,1.275,,
2022-07-31,5537200.0,2279.11975,8894233.75,8783544.5,8457195.5,5739269.75,2347.0,2715578.25,0.75,233.25,19823.0,332024.5,8852527.25,2229024.75,2475554.5,,,3251.3155,3260058.25,634636.5,226.8885,4122533.75,,1.846774193548387,1.6758064516129034,,1.7467741935483871,,
2022-08-31,5582300.0,2275.4156,8856209.8,8750292.4,8428802.6,5706898.2,2347.0,2719557.4,0.0,186.0,18972.0,328846.8,8814429.8,2226851.4,2476806.2,,,3301.9854,3284095.0,573420.4,214.0732,4085298.8,,2.5,2.33,,2.4,,
2022-09-30,5410900.0,2279.94625,8816882.25,8712399.5,8393452.25,5680889.5,2347.0,2710215.5,1.5,222.25,20188.75,325454.75,8775041.25,2230329.0,2559061.0,,,3146.264,3104245.5,638281.0,215.05925,3961985.5,,2.725,2.555,,2.625,,
2022-10-31,5339700.0,2283.799,8746258.5,8632171.5,8316832.75,5621114.5,2347.0,2693371.5,2.75,5347.75,19803.75,322240.75,8704389.5,2234945.25,2546553.75,,,3048.917,3078920.75,620646.0,204.43,3902641.0,,3.25,3.08,,3.15,,
2022-11-30,5418700.0,2291.416,8637468.4,8533891.2,8222611.8,5547311.0,2347.0,2672953.4,2.4,201.2,19720.2,318713.0,8595825.2,2243216.0,2515098.2,,,3117.7234,3103218.6,513431.8,194.9312,3821660.6,,3.95,3.78,,3.85,,
2022-12-31,5405400.0,2297.3435,8570432.0,8468124.5,8162878.5,5507528.5,2347.0,2653003.25,0.75,257.25,17311.0,315409.75,8528634.25,2249178.0,2565125.75,,,3123.548,3087243.5,399422.0,212.28325,3705577.25,,4.274193548387097,4.104193548387097,,4.174193548387097,,
