Date,Value
3/1/1917,6.34
2/1/1917,6.07
1/1/1917,6.34
12/1/1916,6.41
11/1/1916,6.92
10/1/1916,7.02
9/1/1916,7.08
8/1/1916,7.08
7/1/1916,7.33
6/1/1916,7.77
5/1/1916,8.05
4/1/1916,8.27
3/1/1916,8.8
2/1/1916,9.31
1/1/1916,9.99
12/1/1915,10.77
11/1/1915,11.13
10/1/1915,11.15
9/1/1915,10.96
8/1/1915,10.99
7/1/1915,10.97
6/1/1915,11.49
5/1/1915,11.87
4/1/1915,12.72
3/1/1915,12.41
2/1/1915,12.72
1/1/1915,13.6
12/1/1914,14.13
11/1/1914,14.51
10/1/1914,14.27
9/1/1914,14.03
8/1/1914,13.8
7/1/1914,13.57
6/1/1914,14.14
5/1/1914,13.98
4/1/1914,13.69
3/1/1914,13.81
2/1/1914,13.86
1/1/1914,13.48
12/1/1913,12.76
11/1/1913,12.66
10/1/1913,12.87
9/1/1913,13.17
8/1/1913,12.93
7/1/1913,12.48
6/1/1913,12.21
5/1/1913,12.75
4/1/1913,12.99
3/1/1913,12.89
2/1/1913,13.03
1/1/1913,13.4
12/1/1912,13.4
11/1/1912,14.09
10/1/1912,14.43
9/1/1912,14.66
8/1/1912,14.79
7/1/1912,14.66
6/1/1912,14.85
5/1/1912,15.07
4/1/1912,15.3
3/1/1912,15.06
2/1/1912,14.86
1/1/1912,15.22
12/1/1911,15.44
11/1/1911,15.07
10/1/1911,14.22
9/1/1911,13.87
8/1/1911,14.4
7/1/1911,14.85
6/1/1911,14.65
5/1/1911,14.11
4/1/1911,13.58
3/1/1911,13.41
2/1/1911,13.34
1/1/1911,12.91
12/1/1910,12.4
11/1/1910,12.71
10/1/1910,12.68
9/1/1910,12.08
8/1/1910,11.96
7/1/1910,11.64
6/1/1910,12.21
5/1/1910,12.79
4/1/1910,12.96
3/1/1910,13.24
2/1/1910,12.87
1/1/1910,13.31
12/1/1909,13.55
11/1/1909,13.66
10/1/1909,14.01
9/1/1909,14.25
8/1/1909,14.54
7/1/1909,14.51
6/1/1909,14.63
5/1/1909,14.7
4/1/1909,14.56
3/1/1909,14.27
2/1/1909,14.43
1/1/1909,15.23
12/1/1908,15.57
11/1/1908,15.05
10/1/1908,13.94
9/1/1908,13.62
8/1/1908,13.61
7/1/1908,12.91
6/1/1908,12.32
5/1/1908,12.17
4/1/1908,11.43
3/1/1908,10.73
2/1/1908,10.21
1/1/1908,10.49
12/1/1907,9.95
11/1/1907,9.35
10/1/1907,9.81
9/1/1907,10.88
8/1/1907,10.86
7/1/1907,11.6
6/1/1907,11.04
5/1/1907,11.28
4/1/1907,11.55
3/1/1907,11.36
2/1/1907,12.46
1/1/1907,12.72
12/1/1906,12.95
11/1/1906,13.2
10/1/1906,13.06
9/1/1906,13.6
8/1/1906,13.33
7/1/1906,12.54
6/1/1906,13.01
5/1/1906,12.98
4/1/1906,13.47
3/1/1906,13.81
2/1/1906,14.31
1/1/1906,14.57
12/1/1905,14.24
11/1/1905,14.21
10/1/1905,14.62
9/1/1905,14.77
8/1/1905,15.08
7/1/1905,14.91
6/1/1905,14.83
5/1/1905,15.04
4/1/1905,16.25
3/1/1905,16.92
2/1/1905,16.92
1/1/1905,16.69
12/1/1904,16.84
11/1/1904,16.56
10/1/1904,15.6
9/1/1904,14.64
8/1/1904,13.93
7/1/1904,13.38
6/1/1904,12.76
5/1/1904,12.66
4/1/1904,12.85
3/1/1904,12.46
2/1/1904,12.42
1/1/1904,12.68
12/1/1903,12.4
11/1/1903,11.67
10/1/1903,11.45
9/1/1903,11.66
8/1/1903,11.77
7/1/1903,11.98
6/1/1903,12.38
5/1/1903,12.92
4/1/1903,12.99
3/1/1903,13.36
2/1/1903,13.71
1/1/1903,13.61
12/1/1902,12.78
11/1/1902,13.31
10/1/1902,14.09
9/1/1902,14.81
8/1/1902,15.05
7/1/1902,14.94
6/1/1902,14.88
5/1/1902,15.27
4/1/1902,15.61
3/1/1902,15.4
2/1/1902,15.7
1/1/1902,15.9
12/1/1901,15.9
11/1/1901,16.22
10/1/1901,15.93
9/1/1901,16.16
8/1/1901,16.3
7/1/1901,16.13
6/1/1901,17.35
5/1/1901,15.83
4/1/1901,16.72
3/1/1901,15.48
2/1/1901,15
1/1/1901,14.68
12/1/1900,14.31
11/1/1900,13.5
10/1/1900,12.52
9/1/1900,12.08
8/1/1900,12.38
7/1/1900,12.21
6/1/1900,12.21
5/1/1900,12.58
4/1/1900,13.21
3/1/1900,13.04
2/1/1900,12.94
1/1/1900,12.71
1899-12-01,12.54
1899-11-01,13.77
1899-10-01,13.83
1899-09-01,14.23
1899-08-01,14.75
1899-07-01,14.75
1899-06-01,14.63
1899-05-01,15.36
1899-04-01,16.48
1899-03-01,16.73
1899-02-01,16.98
1899-01-01,16.85
1898-12-01,16.14
1898-11-01,15.34
1898-10-01,15
1898-09-01,15.47
1898-08-01,15.65
1898-07-01,15.24
1898-06-01,15.33
1898-05-01,14.91
1898-04-01,14.14
1898-03-01,14.53
1898-02-01,15.38
1898-01-01,15.58
1897-12-01,15.32
1897-11-01,15.41
1897-10-01,16.43
1897-09-01,17.47
1897-08-01,17.17
1897-07-01,16.62
1897-06-01,16.42
1897-05-01,16.21
1897-04-01,16.69
1897-03-01,17.83
1897-02-01,18.44
1897-01-01,19.33
1896-12-01,20.1
1896-11-01,20.53
1896-10-01,18.92
1896-09-01,18.23
1896-08-01,17.06
1896-07-01,17.82
1896-06-01,18.78
1896-05-01,18.86
1896-04-01,18.67
1896-03-01,18.25
1896-02-01,18.29
1896-01-01,17.31
1895-12-01,17.28
1895-11-01,18.93
1895-10-01,20.21
1895-09-01,21.19
1895-08-01,21.77
1895-07-01,22.21
1895-06-01,22.93
1895-05-01,23.34
1895-04-01,23
1895-03-01,22.96
1895-02-01,23.94
1895-01-01,25.37
1894-12-01,26.88
1894-11-01,25.79
1894-10-01,24.56
1894-09-01,24.22
1894-08-01,22.81
1894-07-01,21.07
1894-06-01,20.67
1894-05-01,20.16
1894-04-01,20.16
1894-03-01,19.19
1894-02-01,18
1894-01-01,17.16
1893-12-01,16.96
1893-11-01,16.98
1893-10-01,16.17
1893-09-01,15.2
1893-08-01,13.75
1893-07-01,13.67
1893-06-01,14.63
1893-05-01,14.93
1893-04-01,15.93
1893-03-01,15.5
1893-02-01,15.67
1893-01-01,15.55
1892-12-01,14.89
1892-11-01,15.16
1892-10-01,15.32
1892-09-01,15.12
1892-08-01,15.61
1892-07-01,15.5
1892-06-01,15.61
1892-05-01,15.8
1892-04-01,15.91
1892-03-01,16.06
1892-02-01,16
1892-01-01,16.09
1891-12-01,15.91
1891-11-01,15.63
1891-10-01,16.07
1891-09-01,16.27
1891-08-01,15.25
1891-07-01,14.94
1891-06-01,15.4
1891-05-01,15.93
1891-04-01,16.2
1891-03-01,15.9
1891-02-01,16.43
1891-01-01,16.45
1890-12-01,15.86
1890-11-01,16.2
1890-10-01,17.42
1890-09-01,18.19
1890-08-01,18.45
1890-07-01,18.83
1890-06-01,18.92
1890-05-01,19
1890-04-01,18.17
1890-03-01,17.75
1890-02-01,17.83
1890-01-01,17.98
1889-12-01,17.73
1889-11-01,18.03
1889-10-01,18.41
1889-09-01,18.97
1889-08-01,18.73
1889-07-01,18.71
1889-06-01,19.32
1889-05-01,19.23
1889-04-01,18.95
1889-03-01,19.22
1889-02-01,19.87
1889-01-01,19.9
1888-12-01,19.77
1888-11-01,19.53
1888-10-01,19.34
1888-09-01,18.88
1888-08-01,17.9
1888-07-01,17.04
1888-06-01,16.16
1888-05-01,16.24
1888-04-01,15.61
1888-03-01,15.16
1888-02-01,15.38
1888-01-01,15.1
1887-12-01,14.64
1887-11-01,14.83
1887-10-01,14.65
1887-09-01,15.26
1887-08-01,15.57
1887-07-01,16.09
1887-06-01,16.61
1887-05-01,17.23
1887-04-01,17.06
1887-03-01,16.8
1887-02-01,16.54
1887-01-01,16.78
1886-12-01,17.09
1886-11-01,17.82
1886-10-01,17.66
1886-09-01,17.49
1886-08-01,17.32
1886-07-01,17.48
1886-06-01,17.5
1886-05-01,17.02
1886-04-01,17.66
1886-03-01,18.21
1886-02-01,18.93
1886-01-01,18.91
1885-12-01,19.26
1885-11-01,19.17
1885-10-01,17.78
1885-09-01,16.61
1885-08-01,16.63
1885-07-01,15.56
1885-06-01,14.83
1885-05-01,14.73
1885-04-01,14.73
1885-03-01,14.6
1885-02-01,14.41
1885-01-01,13.82
1884-12-01,14
1884-11-01,13.7
1884-10-01,13.66
1884-09-01,13.8
1884-08-01,13.94
1884-07-01,12.83
1884-06-01,12.56
1884-05-01,12.83
1884-04-01,13.68
1884-03-01,14.04
1884-02-01,13.82
1884-01-01,13.2
1883-12-01,13.35
1883-11-01,13.57
1883-10-01,13.28
1883-09-01,13.57
1883-08-01,13.34
1883-07-01,13.89
1883-06-01,14.02
1883-05-01,13.82
1883-04-01,13.98
1883-03-01,13.61
1883-02-01,13.36
1883-01-01,13.59
1882-12-01,13.58
1882-11-01,13.49
1882-10-01,14.06
1882-09-01,14.43
1882-08-01,14.26
1882-07-01,13.82
1882-06-01,13.06
1882-05-01,13.1
1882-04-01,13.24
1882-03-01,13.21
1882-02-01,13.21
1882-01-01,13.48
1881-12-01,13.66
1881-11-01,13.94
1881-10-01,13.72
1881-09-01,13.81
1881-08-01,13.58
1881-07-01,13.78
1881-06-01,14.15
1881-05-01,13.85
1881-04-01,13.14
1881-03-01,13.07
1881-02-01,12.81
1881-01-01,12.74
1880-12-01,11.92
1880-11-01,11.67
1880-10-01,11.3
1880-09-01,11.2
1880-08-01,11.45
1880-07-01,11.28
1880-06-01,11.01
1880-05-01,11.2
1880-04-01,12.43
1880-03-01,13.01
1880-02-01,13.06
1880-01-01,13.13
1879-12-01,12.95
1879-11-01,13.17
1879-10-01,12.71
1879-09-01,11.64
1879-08-01,11.41
1879-07-01,11.52
1879-06-01,11.48
1879-05-01,11.62
1879-04-01,11.31
1879-03-01,11.15
1879-02-01,11.53
1879-01-01,11.34
1878-12-01,11.13
1878-11-01,11.22
1878-10-01,11.29
1878-09-01,11.45
1878-08-01,11.25
1878-07-01,11.38
1878-06-01,11.18
1878-05-01,10.98
1878-04-01,10.98
1878-03-01,10.71
1878-02-01,10.54
1878-01-01,10.8
1877-12-01,10.83
1877-11-01,10.93
1877-10-01,11.16
1877-09-01,10.98
1877-08-01,10.4
1877-07-01,9.77
1877-06-01,9.41
1877-05-01,10.2
1877-04-01,10.25
1877-03-01,11.12
1877-02-01,11.79
1877-01-01,12.6
1876-12-01,12.79
1876-11-01,12.56
1876-10-01,12.51
1876-09-01,12.3
1876-08-01,12.81
1876-07-01,13.09
1876-06-01,12.97
1876-05-01,12.79
1876-04-01,13.02
1876-03-01,13.26
1876-02-01,13.04
1876-01-01,12.62
1875-12-01,12.14
1875-11-01,11.87
1875-10-01,11.41
1875-09-01,11.35
1875-08-01,11.21
1875-07-01,10.93
1875-06-01,10.68
1875-05-01,10.69
1875-04-01,10.9
1875-03-01,10.55
1875-02-01,10.22
1875-01-01,10.05
1874-12-01,9.87
1874-11-01,9.93
1874-10-01,9.85
1874-09-01,9.87
1874-08-01,9.72
1874-07-01,9.7
1874-06-01,9.7
1874-05-01,9.74
1874-04-01,10
1874-03-01,10.28
1874-02-01,10.43
1874-01-01,10.13
1873-12-01,9.61
1873-11-01,8.83
1873-10-01,9.21
1873-09-01,10.14
1873-08-01,11.04
1873-07-01,11.11
1873-06-01,11.19
1873-05-01,11.41
1873-04-01,11.45
1873-03-01,11.68
1873-02-01,11.84
1873-01-01,11.82
1872-12-01,11.79
1872-11-01,11.58
1872-10-01,11.69
1872-09-01,11.72
1872-08-01,12
1872-07-01,12.22
1872-06-01,12.36
1872-05-01,12.56
1872-04-01,12.63
1872-03-01,12.37
1872-02-01,12.05
1872-01-01,12.07
1871-12-01,11.85
1871-11-01,11.6
1871-10-01,11.48
1871-09-01,12.1
1871-08-01,11.98
1871-07-01,11.82
1871-06-01,12.05
1871-05-01,12.15
1871-04-01,11.85
1871-03-01,11.52
1871-02-01,11.25
1871-01-01,11.1
