ISO_Code,Year,Summary,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation
BIH,2019,6.8638552942935975,6.4861214207120526,4.268834187754029,8.363947103875574,7.8119808764386365,7.388392882687697
BWA,2019,7.624305389499723,6.88439837546098,6.111605533497208,9.365223965691342,7.911938996604173,7.848360076244915
BRA,2019,6.626067042401121,6.8284956723833945,5.1611673037597905,9.343506179730618,6.991701116310291,4.805464939821509
BRN,2019,7.296239991658363,6.666666666666667,4.984731921891781,8.837567341676884,7.210074994646036,8.782159033410453
BGR,2019,7.759845693493771,7.017867019706746,5.938530704717112,9.655823634003188,8.377184350855956,7.809822758185853
BFA,2019,6.036253941679135,5.987520753014018,4.0541060676772025,6.786543556812135,6.295480496665556,7.057618834226765
BDI,2019,5.649238961123223,6.349401680672268,4.097359930481212,8.682462684299129,2.702274879225634,6.414695630937875
CPV,2019,7.647507304122532,7.624667735213977,6.397208005399725,9.772615429456065,7.110267738191735,7.332777612351156
KHM,2019,7.219194571373078,8.36793152349097,3.702686385798738,9.297024383338917,7.7224957717003235,7.00583479253644
CMR,2019,5.857742588568029,7.5035935017058595,2.764192518887637,7.193664228212192,5.129885514941701,6.697377179092753
CAN,2019,8.062497156945746,6.304194536670254,8.035536824103549,9.657717327457195,7.6920670324899465,8.62297006400779
CAF,2019,5.362698426848696,6.118372109108302,3.462809161301552,6.6286032634937175,5.189316847139305,5.4143907532006
TCD,2019,5.599966026530126,8.603365511872322,2.68887649007495,6.771582385927056,5.068659210144788,4.867346534631516
CHL,2019,7.845281393161851,7.825531673479273,6.62311310619939,9.592072726079591,8.157380452244556,7.02830900780645
CHN,2019,6.5327939857087145,6.0766833169235,5.1514098604026834,8.395923273141248,6.705429496616835,6.334523981459305
COL,2019,6.822713894292723,7.041736983416253,4.927195335918426,8.278766473143387,6.574363451075658,7.291507227909887
COM,2019,6.54750268683204,6.737593244848127,3.8012745098039216,7.1254855533223544,7.129875093628039,7.9432850325577595
COD,2019,5.355448147450376,7.668180637922745,2.689841384022707,5.683737555032172,5.318598950184846,5.416882210089409
COG,2019,5.086819660287379,6.856501682962014,2.9530672557775253,5.138816822033876,5.4022263403860125,5.083486200277467
CRI,2019,7.684228477410142,7.53574829976328,6.399241615196362,9.771993135290877,8.082398061061708,6.631761275738476
CIV,2019,6.182995481364459,6.793749238660041,4.467732742058056,7.298760380886937,5.4657295527121645,6.889005492505095
HRV,2019,7.3605300057026,5.557659835596364,6.069863336041266,9.381198894372854,8.333191391835959,7.460736570666558
CYP,2019,7.8938449517390605,7.25002700753326,6.3160986034847,9.338532290710296,8.638470028820182,7.926096828146871
CZE,2019,7.87181126899461,6.637021031300803,6.992208648459023,8.982258469787535,8.434255549403968,8.31331264602172
DNK,2019,8.17340934239669,5.343283619169739,8.605796252086613,9.603907566342226,8.774736124500121,8.539323149884753
DJI,2019,6.684401500500661,6.196242236024845,3.4059803921568625,9.603982201949568,6.952611771090674,7.263190901281354
DOM,2019,7.584452220027488,8.765538066997916,4.749735649427644,9.56368357491987,8.197169966270566,6.646133842521446
ECU,2019,6.683639308896147,7.106335962722963,4.655373502138641,8.546174808568354,6.769867105436447,6.340445165614336
EGY,2019,5.680558708162076,5.430725515373272,3.5803449526351194,7.72206182292159,6.243777578623788,5.425883671256611
SLV,2019,7.394361266955981,8.665735855104984,4.435626190919052,9.685451623680319,7.8465749444929624,6.338417720582593
EST,2019,8.113086987196816,6.601595413642296,7.696341697928213,9.361638308531457,8.680978270502838,8.224881245379274
SWZ,2019,6.052864298150583,5.810303734572848,3.810476463402044,7.5007948055400595,5.992550076686382,7.150196410551582
ETH,2019,5.872288484972922,6.4103649852311495,4.4548638094827,6.126619452717655,5.5272982163408475,6.842295961092261
FJI,2019,6.602655992682614,6.013552009443475,5.173783498610653,7.106690417498549,5.970483745847019,8.748770292013369
FIN,2019,7.917752145151335,5.13853742586953,8.602986901482684,9.386091204415662,8.502249375480229,7.958895818508566
FRA,2019,7.552804357725269,5.079722036498524,7.154802852664002,9.413703315470189,8.55947543233666,7.556318151656968
GAB,2019,5.7999088929059575,6.79399094406155,2.688558182587351,6.493013688555113,5.9285301219568165,7.095451527368955
GMB,2019,7.036941387881017,7.059078480549689,5.013637841102779,9.45013301725353,6.534742724692576,7.127114875806505
GEO,2019,8.263016861341859,8.135355492944866,6.720674791756975,9.183656152687643,9.115731462171695,8.159666407148118
DEU,2019,7.910551078531361,6.0008730565795805,7.7091816478854875,9.409925306808073,8.335670063540878,8.09710531784279
GHA,2019,6.6856488947737684,8.328010979323611,5.205447091214878,6.369096242458276,6.421629425720966,7.104060735151112
GRC,2019,7.148633046338657,5.413735385707417,5.927943278073433,9.300459678625568,7.925567685741958,7.175459203544903
GTM,2019,7.799285846766233,9.41318440455201,4.915641768032639,9.465593650271096,8.298077454140465,6.90393195683495
GIN,2019,5.624692189703358,4.294922300476703,3.9417880246584898,7.4867792701566644,5.530160764193378,6.869810589031559
GNB,2019,6.035955121196951,8.320056956109983,2.7740405926060254,6.72755437843041,6.476513377930439,5.881610300907894
GUY,2019,6.687908044396531,6.207307095821518,5.33156784884741,8.118242014420161,6.76907200879872,7.013351254094843
HTI,2019,6.50634233270971,8.363121059097555,2.4080666985535513,6.848752866702014,7.804206687535064,7.107564351660364
HND,2019,7.261344013607728,8.93564705882353,4.204406143737144,9.382994425644203,6.841488772306302,6.942183667527453
HKG,2019,8.906539527514125,8.416855162228378,7.531857916991866,9.741465387059957,9.555311417971165,9.287207753319256
HUN,2019,7.5260178292040765,5.92915084835024,6.305296826669604,9.51698516785526,8.392751737191148,7.485904565954129
ISL,2019,7.901358190748425,6.117662045199551,8.451374387369832,9.546418206771193,7.733835373859803,7.657500940541745
IND,2019,6.655817450263467,7.547203546813821,5.517044092316395,7.684492728793705,5.860668743164318,6.669678140229098
IDN,2019,7.258578495562515,8.164304856547522,4.895132381253468,9.637063698668387,7.019356351541797,6.577035189801408
IRN,2019,5.062884625260061,6.654769743319671,3.563987867988785,6.184910906873922,3.4105890914242587,5.500165516693666
IRQ,2019,5.764514723688946,5.050964498189325,3.1801005013350783,7.705791691250664,5.980260015139606,6.905456912530059
IRL,2019,8.206352397535886,6.7232389004648185,7.68089644625452,9.501044368629097,8.730446109289867,8.39613616304113
ISR,2019,7.626269855809063,6.4332207885879145,6.083140960644192,9.760928849539301,8.434961812102987,7.419096868170922
ITA,2019,7.613409385435406,5.718832986055458,6.472363236810601,9.405549313694952,8.689500091791787,7.78080129882424
JAM,2019,7.712888720695801,8.215555394865289,5.805158199707841,9.316497501870376,7.053181246131743,8.174051260903754
JPN,2019,7.9822511436974635,6.060118259853684,7.665740227251912,9.536373212418574,8.312265873900804,8.33675814506234
JOR,2019,7.588078821546927,7.843329070592814,4.302781097366405,9.873479501088218,8.01857577604976,7.902228662637444
KAZ,2019,7.5230993387232745,7.831063615641237,5.581507054398319,9.116208319515655,7.127199107449362,7.959518596611793
KEN,2019,6.939494339360955,6.724558148855669,4.9622069121927685,9.39546772710385,6.697931786827343,6.917307121825146
KOR,2019,7.614116492389239,6.5209562544363795,6.602218410775043,9.572340503240941,7.985920152606965,7.389147140886865
KWT,2019,6.716918092293405,5.963258756353218,4.943297336577032,8.012153859968171,7.2856530687297925,7.380227439838806
KGZ,2019,7.166409694149718,7.396072587754449,4.907736083430317,9.36175365955207,7.140978220523585,7.025507919488171
LAO,2019,6.602630387547137,7.045455038929733,4.764904382345963,7.469582933181535,7.254610583662297,6.47859899961616
LVA,2019,7.944295516964513,6.440520653493005,6.9950523766774335,9.309865199130991,8.712081620806387,8.263957734714754
LBN,2019,6.763733808382343,8.123097691937812,4.1368285336807995,9.19286222174744,5.909554636017145,6.456325958528519
LSO,2019,6.571477838883157,5.805098762076576,5.211265553692325,8.012711600086705,6.590280303240281,7.238032975319896
LBR,2019,6.3487584482359845,7.147374733169935,4.290159925578637,7.862298327353281,6.270049338883052,6.173909916195015
LBY,2019,4.886412976108922,4.98,3.472946933504644,8.017607876874864,1.962126967198871,5.999383102966228
LTU,2019,8.214155303082126,7.656797563712132,7.1813593754215965,9.32824796467862,8.630501409426746,8.273870202171546
LUX,2019,7.839637797554355,5.579648291120675,8.16734119752572,9.300667470406909,8.204561488813216,7.945970539905251
MDG,2019,6.334165524433169,7.7460505575527225,3.016942033385989,8.01909462047946,6.691497135147903,6.197243275599772
MWI,2019,5.959022542451796,6.315984784649555,4.905829462286501,6.981935213222604,5.004087566099857,6.587275686000467
MYS,2019,7.5215475316247975,7.0432714491791275,5.8348022099500945,8.434451250624637,7.626387750695082,8.668824997675044
MLI,2019,5.8284112750392305,5.89152264557049,3.494531847439244,7.3621641563420015,6.051047185513956,6.342790540330462
MLT,2019,8.031029181017264,6.973243789068761,6.470085883484407,9.533611899951365,8.74912076985525,8.42908356272653
MRT,2019,6.48999387512919,6.833618943790912,3.558801540679286,8.137016300692927,6.703842331142877,7.2166902593399485
MUS,2019,8.157034641830997,7.905090078538227,6.859303535886845,9.537123830988723,8.53325692345517,7.9503988402860175
MEX,2019,7.1973451064079,8.280924266709409,4.694573591571895,8.202396064004708,7.712096147669281,7.096735462084207
MDA,2019,7.29840571830853,7.8190183523000485,5.668547899677334,7.989666878468711,7.572815371432312,7.4419800896642405
MNG,2019,7.381891279881704,7.46560038056694,6.0443208209715,8.466636304829578,7.038786938039995,7.89411195500051
MNE,2019,7.64394353427015,6.41156512605042,5.436204798197008,9.771045317010838,8.51446697160069,8.086435458491795
MAR,2019,6.68890509756752,6.5359128691500645,5.699474684718699,7.317059801427073,6.900441965839026,6.991636166702741
MOZ,2019,6.147134297561414,5.554404739955613,4.462468023404975,7.575470332611955,6.914166552597606,6.22916183923692
MMR,2019,5.855096885386225,7.419443554863934,3.8136837545033067,6.841361898445184,5.016298619546539,6.184696599572161
NAM,2019,6.764094716883648,6.729932624275868,6.277622069755697,6.914016124523209,6.269115490156096,7.629787275707366
NPL,2019,6.706049293396911,7.612160591211962,4.969448390060689,7.0225414817598475,6.557085112735244,7.369010891216813
NLD,2019,7.959253015252445,5.1114478510750345,8.349726230637657,9.259991183334428,8.958195950413582,8.116903860801521
NZL,2019,8.56008918943874,6.596918268143481,8.679973222497665,9.784902785426157,8.76258452051099,8.976067150615409
NIC,2019,7.038256802527893,6.25583193277311,4.280716831197071,9.530915597683494,8.13495705040582,6.988862600579966
NER,2019,5.904845186074703,6.462120520687838,3.6937547397203496,7.072053567410986,5.763273334236985,6.533023768317356
NGA,2019,6.969540920598915,8.33372335649393,3.69770495054667,8.82201775702108,6.061880306470773,7.932378232462124
MKD,2019,7.13432792094368,7.226497970408734,4.573261740837103,8.023130404646539,7.744839608301191,8.103909880524833
NOR,2019,7.723950779571834,5.109026985629403,8.507389660102287,9.3841712505656,7.91333420399906,7.705831797562816
OMN,2019,6.694411596237904,5.108731207387501,5.243832250352203,8.231060454596584,7.607971455126962,7.280462613726279
PAK,2019,5.945581124072005,8.227939570186214,3.622415013743235,6.157659064359475,5.671333929136578,6.048558042934523
PAN,2019,7.791110564891541,7.689247292377442,5.529820238688018,9.856775249432696,8.922321487628267,6.957388556331281
PNG,2019,6.384249841665691,5.687146181445575,4.581816218818496,6.041215499282951,7.879350519525528,7.73172078925591
PRY,2019,7.21804931193792,8.482105176773112,4.423588067176818,9.633698657820732,7.195217441596813,6.355637216322118
PER,2019,7.782150953449758,7.722888466558286,5.30761014003057,9.735081736275873,8.697624788958565,7.447549635425493
PHL,2019,7.4151539565674325,8.393243308222472,4.409038885593081,9.70954966987873,7.0841132373377835,7.4798246818050975
POL,2019,7.201474334351171,6.117455567513109,6.127137144263894,8.303401077700702,8.01879035955006,7.440587522728088
PRT,2019,7.791364575820819,6.281709248276968,7.208440793810393,9.439317201113676,8.789785548522557,7.237570087380494
QAT,2019,7.094768770707004,5.937786996847097,5.367534813497958,8.339689339925869,8.363602674173016,7.465230029091084
ROU,2019,7.881606846291729,7.252078778650424,6.41409309214697,9.377912217618507,8.845594850534736,7.518355292508008
RUS,2019,6.7006001251104355,5.5541261620452,5.144406466787102,9.106902226823294,6.867836467581468,6.829729302315111
RWA,2019,7.353632763316649,5.541003885521282,6.192757427584823,9.344444288157128,7.921980927843549,7.767977287476467
SAU,2019,6.853146648921499,4.697481689588714,6.141654992754326,8.75150214475411,7.38823115978493,7.286863257725417
SEN,2019,6.2469805296007666,7.060252799212327,4.347678037052567,7.180826015587254,6.816537124948741,5.829608671202944
SRB,2019,7.222467746424631,6.564771459036274,5.512129092228886,8.533417474559595,7.926556658940746,7.575464047357658
SYC,2019,7.629000497849654,7.194113244064529,5.709401947649056,9.18637859289059,8.341370101898995,7.713738602745104
SLE,2019,6.124674690048916,7.7303235294117645,4.417633840023868,7.123869336070559,6.413797863281845,4.937748881456547
SGP,2019,8.808938477098675,7.558226993794793,8.2755312963346,9.76475516325025,9.439686997957864,9.006491934155873
SVK,2019,7.611489645435799,6.304352025278776,6.2570196276758905,9.315774726122925,8.362336794972183,7.817965053129221
SVN,2019,7.428704882431458,5.446956368923591,6.6272203275092565,9.575788542288885,8.213721343860957,7.2798378295746025
SOM,2019,6.665844479279092,7.5294875777155,2.409411764705882,9.4344335168159,8.355923196623918,5.599966340534256
ZAF,2019,6.972174007242184,6.998789778581733,5.950832890348903,8.251407354476145,6.500309471052597,7.159530541751546
ESP,2019,7.891443466091561,6.415413367526847,7.309351603759941,9.45224267102741,8.4417527208623,7.838456967281304
LKA,2019,6.7793004954325085,8.277357109366328,5.07433507814827,8.191664992617397,5.466188985386271,6.886956311644279
SDN,2019,4.121379712361924,8.520541352780894,2.7368932718838512,1.8210613563178746,2.529178878700944,4.999223702126059
SUR,2019,6.254424591811097,5.747513616421463,4.4719478838618,7.077528760651049,6.393523141376961,7.5816095567442146
SWE,2019,7.71713183880707,4.675437375495157,7.872216698035411,9.742212109504528,8.48882600164924,7.806967009351016
CHE,2019,8.475195057180702,7.686605465619491,8.678721430242115,9.847639561491118,7.893538992162519,8.26946983638827
SYR,2019,5.140352307411186,6.848773043642193,3.026045488930663,5.97791878191779,4.800473544209417,5.048550678355867
TWN,2019,8.021827528856667,7.329091463130673,7.104801268396467,9.738232818831564,7.888501447608703,8.048510646315925
TJK,2019,6.496979888109172,5.765442376209149,4.747869641246006,8.624863207040445,6.633272524411122,6.713451691639137
TZA,2019,6.747887221153422,7.227476995609775,5.301205059246872,8.203590800306685,5.972205352537191,7.034957898066593
THA,2019,6.8661979822038335,7.139760149291325,4.9180843587415035,8.566273255100048,6.825321959946891,6.881550187939395
TLS,2019,6.170731919138365,4.706689373297002,3.3745789344449446,8.222471310272162,8.274984197075547,6.27493578060217
TGO,2019,6.351961480752986,7.276109243697478,5.098196968776965,7.321118183702819,5.6343516083327145,6.430031399254954
TTO,2019,7.272569714952039,7.067370346759816,5.284247105216957,9.304538271167422,7.934843858852847,6.771848992763149
TUN,2019,5.9671437416464705,5.408655896980591,5.043184233132215,6.60521023448353,6.313679250464483,6.464989093171535
TUR,2019,6.544319684909425,6.532683282577336,4.8502985958655085,8.54086149826558,6.980702458385892,5.817052589452803
UGA,2019,7.417955324226435,7.542273109243697,4.469116572504459,9.477690074272536,7.76470628178058,7.835990583330897
UKR,2019,6.19708302120685,6.937506213078902,4.93541496042662,5.612782297241328,6.885740773412314,6.613970861875086
ARE,2019,7.277720335124203,5.406459689052733,5.94375874287339,9.056478809454555,8.47568351656086,7.5062209176794745
GBR,2019,8.145857315666627,6.561698120119982,7.692716227040677,9.605656994824221,8.433408156942935,8.43580707940532
USA,2019,8.235357122136385,7.400282783413094,7.540270920459956,9.72327890402471,7.830031507418689,8.682921495365475
URY,2019,7.360065046476173,6.458494413024066,5.839073435861533,9.233489243378605,8.285785274560043,6.983482865556614
VEN,2019,2.825520058185658,4.337428203496832,2.493656461199324,0.6921010649902805,4.087179287339767,2.5172352739020867
VNM,2019,6.263725319699989,6.37283332721183,4.98355898607588,6.794908491203343,6.183696725508643,6.983629068500249
YEM,2019,5.4471470347474185,7.834472579618581,2.7442017620825507,7.776882052685679,5.377538791779919,3.50263998757036
ZMB,2019,7.094870971946287,7.209058823529412,5.014832357645439,9.087065697579327,7.708313287670813,6.455084693306445
ZWE,2019,4.939428526481824,4.785978254023486,4.026722198613408,3.41406947225471,5.782149410755091,6.688223296762424
ALB,2018,7.784003881820647,7.884943612752423,5.221869328967741,9.822545480541159,8.22189970112054,7.768761285721367
DZA,2018,4.827824798832808,4.555406732552166,4.238545269111315,7.223502429957619,2.5503819900923537,5.571287572450583
AGO,2018,4.857825484551564,7.499564547890001,3.50275975467071,4.776277516866873,2.919964497551659,5.590561105778577
ARG,2018,5.879749235002916,6.223253848590228,4.8204523867013425,5.044225656794804,7.479635587550358,5.831178695377847
ARM,2018,7.943416128525432,7.828495340525743,6.131178157783877,9.555914011917146,8.46197731262191,7.739515819778485
AUS,2018,8.289758342058075,6.845891604477897,8.300305648960345,9.655896180343776,7.940694794735344,8.706003481773012
AUT,2018,7.864835051904596,5.504520201451597,8.322491660549659,9.35560414374552,8.4728656403469,7.668693613429304
AZE,2018,6.531182202143375,5.474220758373496,5.214897094361439,7.29622831335025,7.315107716079622,7.355457128552065
BHS,2018,7.636518301805273,9.039769995191538,6.332387108036259,8.099735359216298,6.25390269326514,8.456796353317129
BHR,2018,7.281203673755158,6.674136148192247,4.719410537462453,9.175914797163635,8.129194273479332,7.707362612478126
BGD,2018,6.076399822119396,8.174643620624911,2.8900967860231033,6.924450005261903,5.758358453735506,6.634450244951555
BRB,2018,6.3893404435919825,6.546408767169389,5.78873205319689,6.469527710233232,6.545583246404226,6.596450440956178
BLR,2018,6.761027434424724,6.449349495111396,5.647510274741036,7.596345673434903,6.8324361558021875,7.279495573034095
BEL,2018,7.619394672323,4.766134220402586,7.44370377098902,9.330332951482443,8.392057030918659,8.164745387822295
BLZ,2018,6.722260060253366,7.294852511637276,5.039172841593663,7.07282607134353,6.369675348389959,7.834773528302402
BEN,2018,6.428068770716905,7.474105851580863,4.610476621158931,7.059987791875563,6.188405727660139,6.80736786130903
BTN,2018,6.7661629245603425,7.245754985918073,5.890733286461424,7.068302331243396,6.011437646999732,7.61458637217908
BOL,2018,6.333279447997252,6.040831864080782,4.067728912589706,9.355813959108993,7.016787429832396,5.185235074374384
BIH,2018,6.908665328129049,6.4992222105159,4.448230167249827,8.300455199221668,7.818415069859046,7.4770039937988075
BWA,2018,7.641240119879358,6.8573395519315685,6.085092974203091,9.335747693853058,7.911938996604173,8.016081382804897
BRA,2018,6.591437073096147,6.740428393715177,5.19292025825979,9.308051278023049,6.960482320376837,4.755303115105879
BRN,2018,7.229469157361737,6.666666666666667,5.156733940130752,8.5641604278548,7.212940379152846,8.546844373003626
BGR,2018,7.815818900250251,7.05994325296461,5.944640264217113,9.561720974205262,8.574779682705032,7.938010327159238
BFA,2018,6.066804813167408,5.910712770965612,4.079030398799752,6.985387915881202,6.283195886643035,7.07569709354744
BDI,2018,5.6984167640945,6.735769352357704,3.9691037424980187,8.811806739058415,2.6057083556204836,6.369695630937875
CPV,2018,7.714652712937339,7.614667735213976,6.377579367018773,9.693663382226845,7.650276070029144,7.2370770101979565
KHM,2018,7.2540921702571906,8.388506375230033,3.686543459814611,9.455247839335563,7.735829105033657,7.004334071872086
CMR,2018,5.8467785400509795,7.513675451126426,2.8140842832871464,7.266485972195354,5.121300904919179,6.518346088726793
CAN,2018,8.11092048691325,6.571396239887548,8.026676963686882,9.591731640666923,7.639389254712169,8.725408335612729
CAF,2018,5.3312842284999755,6.171313285578888,3.46315699239399,6.482157788763658,5.171513433673852,5.368279642089488
TCD,2018,5.559281674527167,8.791365511872325,2.6879735960133257,6.373814796663067,5.060074600122268,4.8831798679648495
CHL,2018,7.928548835295601,8.052002261714566,6.677548894593999,9.602844112334877,8.169607356711138,7.140741551123429
CHN,2018,6.536600239410241,6.0766833169235,5.169628077108564,8.432811258778113,6.58618847626552,6.4176900679755065
COL,2018,6.783480659272544,6.627419785147301,4.883298827585092,8.28483166622803,6.638387822173599,7.483465195228703
COD,2018,5.1675774797031595,7.812621814393333,2.6653973125766295,4.782660663409633,5.225760778616989,5.351446829519212
COG,2018,4.912208763630661,6.488854624138483,2.969916549811139,4.871788386570099,5.384422926920561,4.846061330713019
CRI,2018,7.680684634638832,7.454689476233869,6.402389096059108,9.70464839267155,8.080531394395042,6.7611648138345934
CIV,2018,6.138493987602954,6.670913104206261,4.337366331353447,7.3186169428297365,5.462663746132574,6.902909813492751
HRV,2018,7.4022657356180925,5.811532321976562,6.041244432346822,9.367663723464656,8.330151629635873,7.460736570666558
CYP,2018,7.892663706722371,7.446601779131271,6.3220636201905815,9.223016719835805,8.557885265319673,7.913751149134526
CZE,2018,7.907675604018095,6.662430793426689,6.995014320125691,9.024978386229574,8.449864096509026,8.406090423799496
DNK,2018,8.17013551778343,5.285721131851035,8.600996675836612,9.680547800219546,8.781125868162247,8.502286112847715
DOM,2018,7.5734839783007315,8.783773361115564,4.761183372385978,9.569597527019907,8.144410928028863,6.608454702953343
ECU,2018,6.6181822906429515,7.0402771391935515,4.585545844305308,8.36773896889741,6.897861531222294,6.199487969596192
EGY,2018,5.5073105132704505,5.326469212852263,3.5975686864586485,7.559286452916627,6.24203198547333,4.8111962286513785
SLV,2018,7.388609659531215,8.667353101458568,4.227572458210719,9.86171358015123,7.726266806200373,6.460142351635194
EST,2018,8.078704586063173,6.495304249765302,7.705991068761547,9.255834156212577,8.678149210722033,8.258244244854412
SWZ,2018,6.094810006713544,5.523962885755849,3.856412952822212,7.632069101453088,5.999684270106792,7.46192082342978
ETH,2018,5.72067497461002,6.137171707920225,4.4513181117179945,6.261081857407979,4.914254148491888,6.839549047512013
FJI,2018,6.561682980302166,5.9553724726948,5.101966166670139,7.016756760731786,5.972784605934096,8.761534895480013
FIN,2018,7.917591490159613,5.106982228836512,8.624568793566018,9.361447788457575,8.499420315699425,7.995538324238537
FRA,2018,7.533010605318499,5.0772892290431155,7.1506199914140005,9.356291610815504,8.501333551898268,7.579518643421607
GAB,2018,5.761917590843136,6.883808222471551,2.703042904950096,6.262028581509418,5.889948075940349,7.070760169344265
GMB,2018,7.182739987696931,7.149666715843807,4.991612489102779,9.45344123441916,7.205167092448207,7.113812406670701
GEO,2018,8.24004059496902,8.078540298202117,6.645731518733165,9.225245057122606,9.050016079703692,8.200670021083516
DEU,2018,7.917969241395804,6.050102099695463,7.707959198302155,9.386366032796778,8.323622200317143,8.12179667586748
GHA,2018,6.631416969757988,8.143893332264787,5.192618480656054,6.298336919314999,6.402658485501771,7.119577631052336
GRC,2018,7.057471313186255,5.084145066746045,5.903235830198433,9.178850476845966,7.8865764824230915,7.234548709717742
GTM,2018,7.726200186249419,9.423184404552012,4.866692131194405,9.492397497848195,8.298077454140465,6.550649443512019
GIN,2018,5.570066048315392,4.380510535770821,3.6364518614530827,7.442263512094616,5.511723157307516,6.879381174950929
GNB,2018,5.730353376653111,8.024462116181622,2.3908336618636055,6.769984824653459,5.763066375107442,5.703419905459427
GUY,2018,6.755541438609678,6.260867467338546,5.3378959442285385,8.329097434298097,6.811803735063674,7.038042612119535
HTI,2018,6.51618191062754,8.397826941450495,2.403328103187538,7.034946153874529,7.804206687535064,6.940601667090075
HND,2018,7.247796660107767,8.919647058823529,4.147830659435673,9.397242597545048,6.844022965726712,6.930240019007875
HKG,2018,9.030783058213824,8.590629520786745,7.872836501991868,9.7698172181295,9.491208853868601,9.429423196292406
HUN,2018,7.487751442787615,5.836652816745307,6.315742483961271,9.484905358674299,8.371485070524482,7.429971484032719
ISL,2018,7.837433948563108,6.214337794518352,8.453480930425387,9.366266820209876,7.48286398777635,7.670220209885578
IND,2018,6.636775079266073,7.38714472328441,5.511827692597442,7.87485642182824,5.8422131929226,6.567833365697671
IDN,2018,7.337383084007473,8.497301490623498,4.921436018474057,9.696556277570751,7.019277425058006,6.552344208311055
IRN,2018,5.235484824876403,6.271021844160007,3.6190768852338833,7.701837453536866,3.085322424757592,5.500165516693666
IRQ,2018,5.490391842296911,5.15560626770367,2.8488697684919413,7.698857730897152,5.741376774854255,6.00724866953754
IRL,2018,8.167883664130155,6.5828093444462255,7.7227876704211855,9.446943307004897,8.690741835737338,8.39613616304113
ISR,2018,7.530340522720562,6.430261981086713,6.075310334186676,9.24532664152549,8.4635729232141,7.437230733589832
ITA,2018,7.605097672068863,5.765927552492387,6.477564477852268,9.346609215224703,8.705108638896847,7.730278475878108
JAM,2018,7.666741437711339,8.08805539486529,5.808540415649017,9.243776139392569,7.056302319647953,8.137032919001866
JPN,2018,7.979792071759922,6.084159732557874,7.659397891737207,9.51102069085003,8.282932540567472,8.361449503087032
JOR,2018,7.518236763997291,7.851945189422333,4.199855323525158,9.667646954072167,8.010797998271983,7.860938354694816
KAZ,2018,7.364319630092433,7.871870796279159,5.572757263692437,8.794300371712229,6.610529881825075,7.972139836953269
KEN,2018,6.9221710645658066,6.725734619443905,5.022719968820219,9.271824915782467,6.688102280965131,6.902473537817308
KOR,2018,7.670526013121551,6.7023204905036,6.582457802801187,9.613525219549881,7.9842534859402985,7.47007306681279
KWT,2018,6.663355599975158,5.944057878947605,4.941498433758405,8.157001263736507,7.290875699643845,6.983344723789425
KGZ,2018,7.142431171512349,7.379160823048566,4.832628244237039,9.238834038248799,7.193094107906291,7.068438644121049
LAO,2018,6.617311485946641,7.046095894604418,4.800218380996758,7.516167278667729,7.276711443749374,6.447364431714926
LVA,2018,7.9263032888814475,6.410664978855846,7.0038948363441005,9.273152111354689,8.672377347253857,8.271427170598752
LBN,2018,6.960723590085239,8.229125420740504,4.2544200354181365,9.056907029547064,6.795867283969744,6.467298180750741
