ISO_Code,Year,EFW,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation
DZA,2012,5.003921322996604,3.453623305368582,3.9179157801058806,6.996765846402983,5.30678768320343,5.344513999902141
DZA,2011,4.996976658404985,3.385275070074465,3.4818569479090606,7.123253831252772,5.689694899922334,5.3048025428662955
DZA,2010,5.160534612645419,3.834759220034288,3.839109257437346,7.174649972212696,5.788829752126821,5.165324861415943
DZA,2009,5.2866588887101695,3.5256867784787636,4.1658853836104335,7.0133773511418545,6.097021444459371,5.631323485860423
DZA,2008,5.279899558247192,3.491659267314863,4.060308332054478,7.614566219148779,5.7509981269614405,5.481965845756399
DZA,2007,5.439376824813062,3.8232069706708045,4.278939195447803,7.492020661717866,6.068718106599714,5.533999189629121
DZA,2006,5.611940063779356,3.909694488312738,4.714270826760614,7.580851789546932,6.110850438891802,5.744032775384695
DZA,2005,5.5088825368421,4.281688939403359,4.731028369049597,7.50768799906764,5.9804670852843795,5.043540291405524
DZA,2004,5.004533701343427,3.924179000084776,3.5225748161777477,6.992673688289065,5.67078719823838,4.912453803927169
DZA,2003,4.838308244646898,3.4203121539577532,3.3066710309518745,7.180799825862817,5.48271380772536,4.8010444047366825
DZA,2002,4.80557971644861,3.6983096061481886,3.2941312940061773,7.081916412129269,5.308178696917846,4.6453625730415675
DZA,2001,4.8301195494050795,4.106677979827493,3.3036820710023513,6.886081045587391,5.107308531637903,4.746848118970259
DZA,2000,4.796784725295048,4.236875974912876,3.2957595611891657,7.003710086137622,5.263067878689237,4.184510125546335
DZA,1995,4.136956996289019,5.032747176312683,4.854437127428473,5.371456512327672,2.0912582458790614,3.401974093177876
DZA,1990,3.4779264826161156,3.762908936562195,4.822666313227112,4.499058782310209,1.4311722873589698,3.461157968755892
AGO,2017,4.835437508124299,6.75907739372178,2.950483035774734,5.5738248212269825,3.209363480851636,5.68443880904636
AGO,2016,5.394563967340075,7.525830261970751,2.9636351156603364,5.606605363627567,5.264754044079788,5.611995051361933
AGO,2015,5.601855284747288,7.297594967853104,2.96026371835486,6.885464760451216,5.150109073665587,5.715843903411675
AGO,2014,5.000603517692981,5.225383862362852,2.9936511962390213,6.78973718400733,5.079895398451911,4.91434994740379
AGO,2013,5.074736417886667,4.818087098813502,2.990266391176024,6.727762005356786,5.949441030788886,4.888125563298137
AGO,2012,5.368284764732906,5.800299504156295,3.3028777362536625,6.558438809536263,6.141634088533556,5.0381736851847565
AGO,2011,5.258830807711386,5.835360705694957,3.5855908424915905,5.671752324174666,6.210597301604808,4.990852864590912
AGO,2010,5.372787711239654,5.7386778315989275,3.6728840464197012,5.57022646008612,6.189830634938141,5.692319583155379
AGO,2009,5.357889259453793,7.104952989052306,3.6227921681056325,5.238258976334918,5.811844360535008,5.011597803241098
AGO,2008,4.980803091327297,5.307379459640542,3.6540978536135835,5.0328363881389,5.687975655033964,5.2217261002094935
AGO,2007,4.9803647921534795,5.23922764511626,3.5691824050201086,4.453326802356491,6.115461547972109,5.52462556030243
AGO,2006,4.883131653436282,5.34291331291134,3.5464627082705023,4.0611982519821215,6.1589492954667655,5.306134698550681
AGO,2005,4.002282405179696,4.652864698011566,3.148804633287636,1.262167573916515,6.218265534783005,4.729309585899758
ARG,2017,5.6654273946354055,5.709492577376051,3.976557179292169,6.47378654453366,6.548451323647223,5.618849348327919
ARG,2016,5.398122775579648,5.6389877916417905,3.9040304010113185,5.614335973745335,6.482546906439648,5.350712805060148
ARG,2015,5.058776008307264,5.69321421976314,3.816361620250356,6.455330731450412,3.777454147264811,5.5515193228075965
ARG,2014,4.616992942161019,5.563973229765493,3.729503575206347,4.777095477647886,3.5996487783812503,5.4147436498041195
ARG,2013,4.992800873468455,5.735133251473096,3.6131844692732416,6.247636663037664,3.847959135464638,5.520090848093633
ARG,2012,5.2006529234823455,5.986817595436053,3.983924912185902,6.575353030974269,3.7031413278050174,5.754027751010487
ARG,2011,5.724246380770783,6.15315038073814,4.1712517166637655,7.0737346797337946,5.705816645502116,5.5172784812161
ARG,2010,5.726290604169746,6.460716033355541,4.234037450434205,6.587399455849381,6.126315992555039,5.222984088654567
ARG,2009,5.961472529487908,6.4397770354927575,4.257937171510539,7.026121528372638,6.409600816415795,5.67392609564781
ARG,2008,6.0104716234476445,6.26484206182054,4.28650150365312,6.895768047645749,6.759203264690477,5.846043239428332
ARG,2007,6.182099272491493,6.902246724713121,4.197551663576402,7.105038227036416,6.753119022817442,5.952540724314088
ARG,2006,6.0771477205690205,7.456986889072093,4.1635379731481486,6.169300098009188,6.66457743751891,5.931336205096758
ARG,2005,5.981059767932786,7.531694476715748,4.223366236624029,5.443853143897149,6.418520120771291,6.287864861655717
ARG,2004,6.256376685429986,7.993140551640195,4.152883229272119,6.194563353777343,6.739942836633263,6.20135345582701
ARG,2003,6.129689872279764,7.950486432796869,3.8333116811346546,6.001640036061488,6.824865916241816,6.038145295163992
ARG,2002,6.241570569466243,7.789725121669039,3.6063699443273327,7.010450213215446,6.961704209622978,5.839603358496419
ARG,2001,6.791603008342153,8.019803767202216,3.822615621723543,9.45024990129306,7.231788378226159,5.433557373265789
ARG,2000,7.218572184741417,8.001421103101181,4.757416824794165,9.709159437254511,7.45184706210341,6.173016496453816
ARG,1995,6.7814695195801376,8.418127783200243,4.789299115229308,6.5730560946153895,8.419391584890993,5.704624355013213
ARG,1990,4.215431616259659,6.25067168732198,5.298788509861754,2.499362333284762,4.0440544029495795,3.0302631632475165
ARG,1985,3.1453125354886056,4.712493261872804,4.004957811096633,2.4983629880895264,1.398339974176701,3.2761556363984305
ARG,1980,3.785776911873853,5.504520363662058,3.6877704747024054,2.497364042472537,3.8210933872564734,3.3884295294313405
ARG,1975,2.644383337238375,5.076973810368262,1.389740526293276,2.4963654962740276,0.744565816757137,3.3502763584063486
ARM,2017,7.691895747842186,7.401452958840468,5.863655469325604,9.4751066167511,8.203945164098581,7.515318530195177
ARM,2016,7.644987116552582,7.384831308275773,5.809214964652078,9.521939950536435,8.157685448263399,7.351263911035228
ARM,2015,7.66992836691189,7.52514324767358,5.777803721362856,9.481225477500058,8.222063931562507,7.3434054564604425
ARM,2014,7.769344656525267,8.080211578652714,5.560881470645577,9.358272314379319,8.38800029701278,7.459357621935946
ARM,2013,7.740341858987589,8.312091787884764,5.613137581902783,9.17661028218237,8.07964659168014,7.520223051287895
ARM,2012,7.730826051388277,8.551307477088098,5.779456522025122,9.341253294944108,7.336557901430477,7.645555061453578
ARM,2011,7.692392779325964,8.636415587509864,5.816239444371671,9.14888222346439,7.385841835682313,7.474584805601583
ARM,2010,7.561358079526083,8.206857966096177,5.558314809960396,9.17914059564423,7.612935092576722,7.249541933352897
ARM,2009,7.5453675595611385,8.37622064738628,5.5475149261440615,9.437311102867213,7.635126890821201,6.730664230586936
ARM,2008,7.634417303469769,8.881934704126142,5.6038082102318,8.882498087797885,7.648547194736535,7.155298320456482
ARM,2007,7.5081611910535315,8.152886582593952,5.7113527925525185,8.980099437281993,7.529635298889965,7.166831843949228
ARM,2006,7.513886011659162,8.080905693066677,5.6248971549939935,9.432742426727792,7.275001358795282,7.155883424712061
ARM,2005,7.38058275869937,8.070013876494793,5.559863827146755,9.209705485943578,7.076800640487273,6.9865299634244495
ARM,2004,7.368195681675914,8.176212124983236,5.1080882635261995,9.11425643917446,7.298750333926474,7.143671246769202
AUS,2017,8.071356629219924,6.9598631741111845,7.922742056821627,9.45837783252868,7.56207834931161,8.453721733326523
AUS,2016,8.062550905097453,6.969093577180755,7.919018593948857,9.452540277528733,7.526720988200499,8.445381088628416
AUS,2015,8.02884375126967,6.768936098103682,7.994810648198058,9.360138509872673,7.586297995174897,8.434035504999043
AUS,2014,8.050875972532229,6.741794559329118,8.022299104764661,9.264815185106366,7.706360386335087,8.51911062712592
AUS,2013,7.943120175827547,6.87252715838181,7.8747860854015626,9.252385596275321,7.564529170991528,8.151372868087515
AUS,2012,8.046639218033878,7.177176024852069,7.766511959220476,9.514983510346605,7.710183579657137,8.064341016093104
AUS,2011,8.100439035164742,7.197582898452107,8.005570505519575,9.406873126044367,7.661295491729787,8.230873154077868
AUS,2010,8.121914367453197,7.170213127655505,8.085421268134695,9.472435740924574,7.519605968417822,8.361895732133389
AUS,2009,8.089432639917998,6.736643189188392,8.108772854856038,9.62372559565565,7.514359625087541,8.463661934802365
AUS,2008,8.191143348950872,7.276481760449222,8.177172965429033,9.425732940323607,7.4723684060068525,8.603960672545647
AUS,2007,8.283626311057569,7.319103010785467,8.410772068790383,9.501963732696538,7.542792507523335,8.643500235492118
AUS,2006,8.250717443236585,7.250944639737844,8.426543752745323,9.462993458303142,7.504990802645974,8.60811456275065
AUS,2005,8.188706053464946,6.940641639096965,8.479582166659595,9.440070867503412,7.481925881078231,8.601309712986524
AUS,2004,8.02592653449268,6.7499277751125275,8.137130582430961,9.355160436131651,7.489206086937252,8.398207791851014
AUS,2003,8.058186829355424,6.775540606930536,8.276520013519093,9.275517937660297,7.622919396338277,8.340436192328918
AUS,2002,8.038228795364166,6.782762667053293,8.380054949251084,9.208949249894383,7.591833528380918,8.227543582241147
AUS,2001,8.024347827700234,6.742635546648501,8.41929811302264,9.332072074087668,7.802368305165066,7.825365099577296
AUS,2000,8.105357584956675,6.815197001943728,8.530601977625164,9.402096333045415,7.811403922380837,7.967488689788227
AUS,1995,7.823778935886559,6.225075496462492,8.053841356289215,9.39864444448516,7.757822524346601,7.689934720387543
AUS,1990,7.419679937971183,5.86329589694013,7.060410281772434,9.147831676576931,7.380068431066455,7.663789185144523
AUS,1985,7.0261748916642865,4.833615404218002,7.076535276925935,9.351837429517326,6.529014603068745,7.324980911011624
AUS,1980,6.72103030413355,5.5593679965414955,6.521737357772395,8.994738591599686,5.530778822251868,7.22797612079641
AUS,1975,5.945036292957132,5.153655894361642,4.555903590670564,8.468621786492234,5.380715573954984,6.472735709495028
AUS,1970,6.819914171526721,5.808661872573599,7.2119559562521385,9.612887576651266,5.569961183447192,5.9592983565721305
AUT,2017,7.693752562642634,5.6609718277997985,7.93387160971752,9.419829199589241,8.09325705091278,7.360833125193831
AUT,2016,7.668780916469936,5.605342666141967,7.915986904810113,9.432829776719387,8.106732583308613,7.2830126513696
AUT,2015,7.726566946939279,5.58276296210627,8.015541357079876,9.616600403553345,8.121947089534267,7.295982922422639
AUT,2014,7.761337015915153,5.6194268882155045,8.05560564620949,9.612099276854057,8.322105788994376,7.19744747930234
AUT,2013,7.713955981870152,5.6275422234136006,8.00275978830056,9.628044926789244,7.815871955084021,7.495561015763329
AUT,2012,7.7063814476033965,5.72583285674804,7.994640288968714,9.537677970760882,7.783021475677035,7.490734645862318
AUT,2011,7.736194224863882,5.737061421341669,8.00495901506661,9.585767271579442,7.840464427343461,7.51271898898823
AUT,2010,7.719780588857264,5.444711957357295,8.080429013668903,9.642062232562918,7.905210008092325,7.526489732604887
AUT,2009,7.759317298586199,5.402314798318793,8.237664428592986,9.577569234810113,8.031041246100436,7.547996785108668
AUT,2008,7.810875959316343,5.5785919616170805,8.375655024239737,9.543622926244572,8.031632781137134,7.524877103343191
AUT,2007,7.922223656059333,5.65173817944559,8.661697272786364,9.55818880822696,8.145749622804713,7.593744397033032
AUT,2006,7.9426282227367455,5.673856050962039,8.717311384243487,9.535218409342189,8.162045917133357,7.6247093520026565
AUT,2005,7.929440622164215,5.709490937500182,8.675041977182111,9.554900532714584,8.145748564601904,7.562021098822293
AUT,2004,7.978541220432691,5.6762481618273055,8.366002493731559,9.620561245869206,8.656315336651256,7.573578864084129
AUT,2003,8.020672541309507,5.64522097398127,8.405438359734115,9.65057378949129,8.739403599530315,7.662725983810547
AUT,2002,7.89669216690857,5.349118204660241,8.244043715534167,9.628546764616349,8.678698598668216,7.583053551063878
AUT,2001,7.897679764134098,5.396088334162071,8.415925801353694,9.577747088129259,8.86050353103089,7.238134065994579
AUT,2000,8.002884945637886,5.464241579734119,8.61387672528545,9.627837233095102,8.96629621719936,7.342172972875396
AUT,1995,7.17591551056118,3.2270705023423036,8.159666547135568,9.54513325743066,8.78092239117435,5.880123571746675
AUT,1990,6.983981626999048,3.5574933031628775,7.697943088388407,9.627992103557695,7.52993656597231,6.3871342734496155
AUT,1985,6.344609943807319,3.0028063433379244,7.2658812379133835,8.309157924613721,6.553341632612339,6.486278360587417
AUT,1980,6.333808100535088,3.097854942024435,7.416098592322049,8.397762791357435,6.491492889296332,6.149142339280783
AZE,2017,6.324673265399225,4.836523123367446,5.487147345942818,6.849835706535432,7.28912396021877,7.1607361909316625
AZE,2016,6.448999953269448,5.027355452418012,5.652732259011678,7.51348698308212,7.2243215204519835,6.8271035513834475
AZE,2015,6.329151774785602,4.951659007264994,5.321383003059795,7.30781206510062,7.1147660901953005,6.950138708307299
AZE,2014,6.364879285904335,4.966817326458402,5.2252886142378205,7.4457607895455284,7.096841820881031,7.08968787839889
AZE,2013,6.187087951666901,4.98380012866746,5.2188686599851115,6.76754300840796,6.9149121290038735,7.0503158322700985
AZE,2012,6.268638459698009,4.699128350796818,5.946932308880005,6.860890335298429,6.788710529782926,7.047530773731869
AZE,2011,6.1082267540212465,4.74876345288766,5.821134390076583,6.454887705960803,6.540950836222493,6.975397384958694
AZE,2010,5.9563960107300655,4.254666885295345,5.741749520751039,6.252251254366639,6.48420567481619,7.049106718421112
AZE,2009,6.083695111552338,4.4724206724057325,5.708163335386193,6.5768872934717315,6.4214356772207895,7.239568579277242
AZE,2008,6.1495856010651355,4.667302865064812,6.154806351385543,6.303003547011521,6.433359525844035,7.189455716019768
AZE,2007,6.114164252925515,4.407923156778228,6.133604555679581,6.714571550472666,6.456954976984116,6.857767024712984
AZE,2006,6.103791873540434,4.777923156778228,5.5903872091771385,7.590038365063156,6.108454186509385,6.452156450174262
AZE,2005,6.012162313786717,4.795287874586284,5.645446668101768,7.2540716225709785,6.08941524575128,6.276590157923274
AZE,2004,6.134166795431107,5.1158699295676815,5.546749856442078,7.632394017197561,5.965806005426719,6.410014168521495
BHS,2017,7.260366445204203,8.096860474435005,6.5225129594652005,6.878385767430025,6.535609530871977,8.268463493818807
BHS,2016,7.337917681520857,8.181557541272639,6.658107267771219,6.89010365637758,6.7347905571178845,8.225029385064962
BHS,2015,7.359682727212805,8.288067040696252,6.800809970473922,6.779305571599895,6.705201668228996,8.225029385064962
BHS,2014,7.345393989569848,8.265440117284536,6.4926517487390525,6.872904914324308,6.7530905571178845,8.342882610383464
BHS,2013,7.34943333261639,8.196323589148296,6.480818624573353,7.107396796695438,6.606395373029121,8.35623227963574
BHS,2012,7.325665751535775,8.172916437236815,6.480818624573353,7.080301536809216,6.341481700421259,8.552810458638232
BHS,2011,7.326127316084002,8.122112918736978,6.430820634588969,7.1103237553525105,6.3192594781990366,8.648119793542518
BHS,2010,7.40158381411848,8.193378345888764,6.392441376614195,7.298387146491207,6.350370589310147,8.773341612288094
BHS,2009,7.498636219557584,8.120302912575546,6.805854003361467,7.07497319183243,6.310892811532369,9.181158178486102
BHS,2008,7.6196076847665,8.28774531802511,6.942070219577682,6.8225334391507015,6.731119513426352,9.314569933652654
BHS,2007,7.576939803947513,8.274221089060346,6.922610760118224,6.740362335963129,6.743341735648574,9.204163098947298
BHS,2006,7.4699537566520835,8.230081432131604,6.6307188682263325,6.66472365073223,6.600019513426352,9.2242253187439
BHS,2005,7.525279979484802,8.061198184406779,6.952639661906414,6.815572557226494,6.748361101515553,9.048628392368768
BHS,2004,7.555098407475782,8.136836321540155,6.8423499616323396,7.207948827388018,6.693913174368069,8.89444375245033
BHS,2003,7.474341372636493,8.170175575738497,6.720373494544346,7.197662299931312,6.511853423597779,8.771642069370527
BHS,2002,7.270142632105312,8.14231590952678,5.786907420547859,7.2032306341157195,6.52924345416827,8.689015742167934
BHS,2001,7.2409671231685575,8.217736201234743,5.766688177365966,6.985292183972774,6.595558688397299,8.639560364872013
BHS,2000,7.1215035074737045,7.785943260137842,5.746329831937624,6.870632857305699,6.63634032345703,8.568271264530331
BHS,1995,6.821598563089358,8.191426683714107,4.700512557462381,7.045849692757506,5.556419061717605,8.520424225090283
BHS,1990,6.852455895538211,8.507926334595465,5.157891124188019,7.015940236715384,4.798917245588237,8.452421726871941
BHS,1985,6.73436513255036,8.47175391853011,5.175166419098617,6.474758858465676,5.059296559922163,8.250869694693755
BHR,2017,7.352311762181609,6.965791223946755,5.218018976583146,9.364189576668792,7.416638185831076,7.796920847878276
BHR,2016,7.223411427450006,6.695859147683348,5.265601627480361,9.40304262604834,7.403403471827129,7.349150264210856
BHR,2015,7.114082621783306,5.455789566293964,5.265601603969923,9.182060969402766,7.425336751826545,8.24162421742333
BHR,2014,7.1800853850339195,5.885270912389229,5.009798195968757,9.119477867599901,7.576394673537761,8.309485275673948
BHR,2013,7.145305992815858,5.870925111439638,4.824728755793642,8.711648194742674,7.674439695186473,8.644788206916866
BHR,2012,7.131395039250455,5.741465815418562,4.838473889247349,8.605567456652434,7.699911292881761,8.771556742052168
BHR,2011,7.37455963252912,6.2238187565950325,5.2327894972752285,8.54577285529471,7.888739197148007,8.981677856332622
BHR,2010,7.266502001030245,5.986578814296587,5.3763338129958225,8.392210732358437,7.977541696456812,8.599844949043574
BHR,2009,7.236435772555046,6.204018750632164,5.195679207823804,8.260353980270288,7.921538918047522,8.600588006001452
BHR,2008,7.422643987345812,6.418721529799159,5.239073753099411,9.08965630781822,7.758144127607832,8.60762421840444
BHR,2007,7.513292248653935,6.616169251687826,5.178467887930368,9.12089011921683,7.902417952561887,8.74851603187276
BHR,2006,7.285485047339563,6.0248676021314065,4.9750622670541205,9.020876291716547,7.882204130714502,8.524414945081233
BHR,2005,7.151566840127901,6.3121599277464195,4.61957298020202,8.816727189305087,7.699867415065741,8.309506688320239
BHR,2004,7.1014330735450795,6.338399727551916,4.564842165369037,8.723286811573853,7.643745255170796,8.2368914080598
BHR,2003,7.136045863179307,5.891693700520195,4.761775054801614,8.781882073795186,7.948187483168222,8.296691003611317
BHR,2002,7.071420022198348,5.527823212097275,4.799864408628685,8.772299899077833,7.928657656479223,8.328454934708716
BHR,2001,7.05025567270758,5.667065970576473,4.771954300854399,8.80378341528822,7.8968345622783715,8.111640114540434
BHR,2000,7.230097342450145,6.2524810138825515,4.743536504964925,9.118771384636876,7.8929037110476905,8.14279409771868
BHR,1995,6.660351953072924,5.23671656585156,4.784841160769317,9.43201917496888,6.366038508542899,7.661554238988604
BHR,1990,6.379905936817068,5.009246161404875,4.129665530320423,8.785403170886166,6.425560550634197,7.763060156421045
BHR,1985,6.427408655386287,5.08369490308573,4.143297969545454,8.604164833881821,6.505214179362928,8.001510138228666
BGD,2017,6.201218128287326,8.150677467797426,3.1439820058198733,6.978679135353554,5.954579092215038,6.778172940250741
BGD,2016,6.213307384958707,8.069292955725434,3.234259180960904,6.983616746429782,5.981594800776429,6.7977732409009874
BGD,2015,6.234923742246502,8.327064237105526,3.0171339504640464,7.029423310112412,5.966973387034431,6.83402382651609
BGD,2014,6.229393522104851,8.400942909339637,2.739599383962957,7.021055325128726,6.034435414060921,6.950934578032007
BGD,2013,6.298705655395831,8.39679541500618,2.7328797640377624,6.754224090332855,6.724718090195677,6.884910917406683
BGD,2012,6.117847514992652,8.181812851457897,2.934993658606921,6.715699579943947,6.044153008756958,6.712578476197543
BGD,2011,6.202998736504941,8.360298607313146,3.2347011362276192,6.488340821912414,6.053917901219004,6.877735215852525
BGD,2010,6.21973295578673,8.37881118945772,3.2733732816589427,6.483123823274059,6.035643025215051,6.92771345932788
BGD,2009,6.228391779795896,8.379741165578086,3.266870631766816,6.735159813213279,5.931278692277287,6.828908596144007
BGD,2008,6.0165204002482655,8.170923002133119,2.8510939127473938,6.386137153804748,5.9831918089453655,6.6912561236106995
BGD,2007,6.008027471136598,8.196921122973375,2.7550894216990014,6.378275801986286,6.083485196009855,6.6263658130144805
BGD,2006,6.057810032488405,8.206565400446383,2.7989294325166685,6.603316075172005,6.1031960488623636,6.577043205444602
BGD,2005,5.918615701343404,8.002546799934738,2.629260403957035,6.648009092908863,5.766273463648163,6.546988746268216
BGD,2004,5.602618142504182,7.542037739188866,2.1974311787065806,6.739156974969596,5.581953097645789,5.95251172201008
BGD,2003,5.707102482066723,7.589501953105687,2.199035014886137,6.892254079736514,5.808734282435897,6.045987080169383
BGD,2002,5.7701146694893515,7.562766951599089,2.454559425893211,6.931705251413604,5.740920554932307,6.160621163608549
BGD,2001,5.704245791353144,7.562766951599089,2.3246777408671524,6.974512163694099,5.687682985569173,5.971589115036211
BGD,2000,5.794745562030988,7.562766951599089,2.5008522273641507,7.02189745791275,5.75477286322222,6.133438310056732
BGD,1995,5.244744488121689,7.561780632386169,3.7044196916212266,6.423059789214473,2.2051679234853006,5.53129910356277
BGD,1990,4.402775508798626,6.903334055562732,1.6805996175120916,6.949984934175576,0.24395776901624627,5.7649160067832
BGD,1985,3.5352189838038615,4.2728820988580445,1.6944982826270587,6.092913401455002,0.0,5.184194641198987
BGD,1980,3.2290499211575234,4.235339829474303,1.7476301000653642,4.641838773143525,0.0,4.907903861127521
BRD,2017,6.469588487678576,6.270940660543345,5.884425093455127,6.156693722752739,6.95506879877249,7.080814162869177
BRD,2016,6.443302020021949,6.434427830183876,5.756723061276613,6.404613122093194,7.048789636261345,6.571956450294714
BRD,2015,6.512167749205361,6.4509406605433455,5.756723061276613,6.728208739309412,7.048789636261345,6.5761766486360855
BRD,2014,6.649921614693946,6.426804702235904,6.042748109486838,7.07474142682252,7.123384788520859,6.5819290464036095
BRD,2013,6.708214669597041,6.381510584588847,6.020520934848958,6.954955335004887,7.602407553465967,6.581678940076543
BRD,2012,6.698553121776223,6.317384501056296,6.075425438335578,6.52680890538312,7.3356528655690125,7.237493898537109
BRD,2011,6.664497051972856,6.2118518063485375,6.234476127342369,6.405610503255355,7.576308900626599,6.894237922291416
BRD,2010,6.622066492268209,6.089587879648971,6.447271141117628,6.578430800972601,7.178557805460134,6.816484834141714
BRD,2009,6.4650059710878285,5.379954925649933,6.257302940109538,6.659094454382865,7.032095956980893,6.996581578315908
BRD,2008,6.184139690911171,4.753376948409992,6.237791507805442,6.048770234425572,7.023539765511415,6.857219998403434
BRD,2007,6.1354944329183585,3.8425471205627146,6.418008046971385,6.330633520183321,7.201029579455,6.88525389741937
BRD,2006,6.163937438199083,4.482024209358039,5.845175000019463,6.051627664752207,7.115974923813565,7.324885393052143
BRD,2005,6.346260497127556,5.004500525906384,6.260344600232027,6.286197841551736,7.063668371403346,7.116591146544288
BRD,2004,6.426496541203055,5.536217583028172,5.573643564407502,6.8702892855822295,7.0067293474822705,7.145602925515099
BRD,2003,6.168964415165316,4.491173426518242,5.538027817696548,6.7034852929797895,7.04116279964343,7.070972738988572
BRD,2002,6.566688252336178,6.233629753615492,5.489861639468172,6.994269387924572,7.059419069989413,7.05626141068324
BRD,2001,6.622228912934839,6.881139023705546,5.451296850243377,6.725014685308472,7.027528356025084,7.026165649391712
BRD,2000,6.594132402187773,6.814781019575241,5.413643272207351,6.700463704232417,7.043250657281813,6.998523357642043
BRD,1995,6.397961494903737,6.360509074888705,4.44146329449276,7.189330550242726,7.188372741177008,6.887433662255977
BRD,1990,6.396893566094706,6.383752781754893,5.503100125473719,6.66751410448978,6.4444634789867195,6.901666437097857
BRD,1985,6.343768411906328,6.104462817861357,5.521492187594229,6.668521266227103,6.415689250374524,6.943835335380195
BLR,2017,6.626117282655201,6.12471661074075,5.334362575004067,7.444273227321234,6.777244679716745,7.449989320493209
BLR,2016,6.065189171679816,5.974463084826278,5.525957318277698,5.332776771664198,7.175739042004484,6.3170096416264245
BEL,2017,7.5110465315224415,4.863122659144176,7.067620555509068,9.476733371057765,8.159225058140343,7.988531013760855
BEL,2016,7.461010713199057,4.781665904868399,7.066600168101661,9.377365845565746,8.201221561994512,7.878200085464969
BEL,2015,7.56316664153195,4.7710498901234075,7.254599508234879,9.664241682744876,8.260089940011751,7.865852186544831
BEL,2014,7.726008215293564,4.809587905856415,7.811398124500171,9.730422081232176,8.432593954342021,7.84603901053704
BEL,2013,7.502008987952534,4.832861736351697,7.133099622860428,9.782221918526838,8.033785870812919,7.728075791210789
BEL,2012,7.480822635430672,4.773033135562341,7.085984582824125,9.649682185488555,8.023028788004812,7.872384485273531
BEL,2011,7.504300479807813,4.774967649695559,7.096518444574619,9.66711330325914,8.129634054880164,7.85326894662958
BEL,2010,7.5558203897579315,4.826012688964672,6.94319190686497,9.694263904190363,8.194265779676675,8.121367669092978
BEL,2009,7.461731487011233,4.761437798754881,6.912845157259845,9.643144763436167,8.224084425442742,7.767145290162534
BEL,2008,7.50846486274518,4.991925495504182,7.141006409263876,9.479875853645394,8.162656344624498,7.766860210687948
BEL,2007,7.585356481344246,5.076896298476112,7.269326400239887,9.575150481883497,8.221195027635249,7.7842141984864845
BEL,2006,7.542937950136617,5.084647085502579,7.108905485755222,9.506044628534095,8.289411072951577,7.72568147793961
BEL,2005,7.558712813981378,5.102194352834052,6.973668065405295,9.529653370818565,8.272435274458484,7.915613006390498
