DATE,1 M (%),3 M (%),6 M (%),1 Y (%),2 Y (%),3 Y (%),5 Y (%),7 Y (%),10 Y (%),20 Y (%),30 Y (%),Federal Funds Target (Pre-Crisis),Federal Funds (Upper) Target,Effective Federal Funds Rate,Interest on Excess Reserves
2006-01-31,4.1155,4.336,4.4695,4.445,4.3955,4.3515,4.3454999999999995,4.365,4.416,4.6515,4.5715,4.258064516129032,,4.285161290322581,
2006-02-28,4.383684210526316,4.5394736842105265,4.691578947368421,4.684736842105264,4.6684210526315795,4.637368421052631,4.572105263157895,4.564210526315789,4.568947368421052,4.734210526315789,4.574210526315789,4.5,,4.491428571428572,
2006-03-31,4.549565217391304,4.627826086956522,4.792173913043478,4.773478260869565,4.73391304347826,4.738260869565217,4.716086956521739,4.713913043478261,4.7239130434782615,4.9134782608695655,4.734347826086957,4.532258064516129,,4.589354838709677,
2006-04-30,4.605263157894737,4.721578947368421,4.8999999999999995,4.897368421052631,4.888947368421053,4.8852631578947365,4.902105263157895,4.935263157894736,4.990526315789474,5.224210526315789,5.062631578947368,4.75,,4.790333333333334,
2006-05-31,4.699545454545454,4.836363636363637,5.01,4.995,4.968181818181818,4.974545454545455,4.997727272727273,5.032272727272727,5.11,5.346363636363637,5.201363636363637,4.92741935483871,,4.940322580645161,
2006-06-30,4.710454545454545,4.917727272727273,5.172727272727273,5.155,5.121818181818182,5.088181818181818,5.067272727272727,5.075454545454545,5.106363636363636,5.292272727272728,5.154090909090909,5.016666666666667,,4.991,
2006-07-31,4.9005,5.0765,5.2665,5.217499999999999,5.1185,5.07,5.04,5.0485,5.0875,5.2509999999999994,5.1345,5.25,,5.235161290322581,
2006-08-31,5.161304347826087,5.090434782608695,5.1726086956521735,5.0826086956521745,4.903478260869565,4.846086956521739,4.822173913043478,4.828695652173913,4.8765217391304345,5.078695652173913,4.996086956521739,5.25,,5.2464516129032255,
2006-09-30,4.7675,4.93,5.0785,4.9745,4.769,4.6925,4.6674999999999995,4.676,4.718999999999999,4.9275,4.852,5.25,,5.254666666666666,
2006-10-31,4.971904761904762,5.046190476190477,5.119047619047619,5.01,4.795714285714285,4.721904761904762,4.6866666666666665,4.6899999999999995,4.729047619047619,4.935714285714286,4.854761904761905,5.25,,5.245161290322581,
2006-11-30,5.211904761904762,5.073333333333333,5.147142857142858,5.010952380952381,4.7404761904761905,4.642857142857143,4.582380952380952,4.581904761904762,4.595238095238095,4.784285714285714,4.685714285714286,5.25,,5.245666666666667,
2006-12-31,4.8695,4.973,5.072,4.9415,4.6735,4.578,4.5329999999999995,4.535500000000001,4.5645,4.776,4.6825,5.25,,5.2380645161290325,
2007-01-31,4.938095238095238,5.105238095238095,5.148571428571429,5.057142857142857,4.876190476190477,4.7942857142857145,4.752857142857143,4.752380952380952,4.7595238095238095,4.945714285714286,4.851904761904762,5.25,,5.248387096774193,
2007-02-28,5.181052631578948,5.163157894736842,5.157894736842105,5.053684210526316,4.848947368421053,4.753684210526315,4.7105263157894735,4.711052631578948,4.722631578947369,4.925789473684211,4.821578947368421,5.25,,5.258928571428571,
2007-03-31,5.206363636363637,5.079999999999999,5.096818181818182,4.920454545454546,4.573636363636364,4.506363636363637,4.4809090909090905,4.498636363636364,4.5645454545454545,4.808181818181819,4.721818181818182,5.25,,5.256774193548387,
2007-04-30,4.988571428571428,5.006666666666667,5.067619047619048,4.932380952380952,4.666190476190476,4.601428571428571,4.593333333333333,4.616666666666667,4.6938095238095245,4.945714285714286,4.866190476190476,5.25,,5.249666666666667,
2007-05-31,4.817727272727272,4.867727272727273,4.9786363636363635,4.909090909090909,4.766363636363637,4.693636363636364,4.667272727272728,4.6854545454545455,4.746363636363636,4.977727272727273,4.901363636363636,5.25,,5.2535483870967745,
2007-06-30,4.5219047619047625,4.741904761904761,4.954761904761905,4.962380952380952,4.980476190476191,4.999047619047619,5.026190476190476,5.053809523809524,5.102857142857142,5.288095238095238,5.203333333333333,5.25,,5.2540000000000004,
2007-07-31,4.816190476190476,4.9609523809523814,5.035238095238095,4.964285714285714,4.819047619047619,4.8238095238095235,4.884761904761905,4.932857142857143,5.0042857142857144,5.185714285714286,5.108095238095238,5.25,,5.258387096774193,
2007-08-31,4.19695652173913,4.31695652173913,4.55304347826087,4.472173913043478,4.3130434782608695,4.3386956521739135,4.432173913043478,4.52695652173913,4.674782608695652,5.0,4.932173913043478,5.25,,5.022258064516129,
2007-09-30,3.78421052631579,3.9942105263157894,4.201578947368421,4.136842105263158,4.011578947368421,4.060526315789474,4.198947368421052,4.33,4.521578947368421,4.836315789473685,4.793157894736842,5.033333333333333,,4.938,
2007-10-31,3.810909090909091,4.002727272727273,4.164090909090909,4.096818181818182,3.967727272727273,4.010909090909091,4.198181818181818,4.331818181818182,4.527727272727272,4.832272727272727,4.7736363636363635,4.741935483870968,,4.755483870967741,
2007-11-30,3.6825,3.3545000000000003,3.5810000000000004,3.499,3.3365,3.347,3.6670000000000003,3.8659999999999997,4.1485,4.5565,4.5200000000000005,4.5,,4.486666666666666,
2007-12-31,2.8579999999999997,3.0665,3.3369999999999997,3.2630000000000003,3.117,3.1325,3.4875,3.743,4.0975,4.571,4.526999999999999,4.330645161290323,,4.244516129032259,
2008-01-31,2.7385714285714284,2.82,2.836190476190476,2.7114285714285713,2.475714285714286,2.5114285714285716,2.9804761904761907,3.3071428571428574,3.744285714285714,4.350476190476191,4.33047619047619,3.975806451612903,,3.9403225806451614,
